uri,label
http://vivo.ufl.edu/individual/n47265,Veteran Affairs Medical Center (Long Beach)
http://vivo.ufl.edu/individual/n1546435022,Institute for Clinical Research
http://vivo.ufl.edu/individual/n1846214187,"Adventrx Pharmaceuticals, Inc"
http://vivo.ufl.edu/individual/n488408,"Reed Noss and Associates (Corvallis, OR)"
http://vivo.ufl.edu/individual/n91793,Memorial University of Newfoundland
http://vivo.ufl.edu/individual/n91892,"Internal Medicine (Catholic Medical Center of Brooklyn and Queens, New York)"
http://vivo.ufl.edu/individual/n43555,Eckerd's Drug
http://vivo.ufl.edu/individual/n18557,School of Education (Boston University)
http://vivo.ufl.edu/individual/n96563,Pratt Institute 
http://vivo.ufl.edu/individual/n1200542656,Lovelace Respiratory Research Institute
http://vivo.ufl.edu/individual/n948533773,Sumter County
http://vivo.ufl.edu/individual/n349081,"New River Valley Planning District Commission, Radford, Virginia"
http://vivo.ufl.edu/individual/n4215028275,Allen Press Inc
http://vivo.ufl.edu/individual/n4728029084,Nasda Research Foundation
http://vivo.ufl.edu/individual/n77346206,Gilchrist County Extension Office
http://vivo.ufl.edu/individual/n698744957,Dentsply Implants Manufacturing GmbH
http://vivo.ufl.edu/individual/n3687727331,Sichuan University
http://vivo.ufl.edu/individual/n54208,"Junior Science, Engineering and Humanities Symposium (JSEHS), University of Florida"
http://vivo.ufl.edu/individual/n8847254485,Kennesaw State University
http://vivo.ufl.edu/individual/n1261677463,Society for Women's Health Research
http://vivo.ufl.edu/individual/n6919597471,"Mosher and Linder, Inc"
http://vivo.ufl.edu/individual/n232871,Community Affairs (Bureau of Land and Water Management)
http://vivo.ufl.edu/individual/n75240,Lund University
http://vivo.ufl.edu/individual/n374171,Harlem Valley Psychiatric Center
http://vivo.ufl.edu/individual/n2046267752,Lithuanian Research Centre Agriculture and Forestry
http://vivo.ufl.edu/individual/n108503,Manufacturing Metrology Division
http://vivo.ufl.edu/individual/n158526,Nematologia Brasileira
http://vivo.ufl.edu/individual/n1461661899,Mercedes Homes
http://vivo.ufl.edu/individual/n9343530759,Genta Inc
http://vivo.ufl.edu/individual/n8783851259,Legislative-Citizen Comm on Mn Resources
http://vivo.ufl.edu/individual/n472846440,Greensmiths
http://vivo.ufl.edu/individual/n9270458739,Southeastern Conference
http://vivo.ufl.edu/individual/n8197213741,National Recreational Park Association
http://vivo.ufl.edu/individual/n64382,Prosthodontics (University of Detroit)
http://vivo.ufl.edu/individual/n101049,University of Manchester
http://vivo.ufl.edu/individual/n28779,National Science Foundation
http://vivo.ufl.edu/individual/n5106284957,Coquina Press
http://vivo.ufl.edu/individual/n224114054,Superpower
http://vivo.ufl.edu/individual/n1647036057,Sarasota Herald Tribune
http://vivo.ufl.edu/individual/n833422195,Society of Physical Therapy Science
http://vivo.ufl.edu/individual/n26704,Southern Society of Pediatric Research
http://vivo.ufl.edu/individual/n2603919903,International Union for the Conservation of Nature Species Survival Com
http://vivo.ufl.edu/individual/n1400438618,China National Complete Plant Import and Export
http://vivo.ufl.edu/individual/n71518806,US National Endowment for the Arts
http://vivo.ufl.edu/individual/n2358667484,Blue Sky Research
http://vivo.ufl.edu/individual/n3924997939,West Central
http://vivo.ufl.edu/individual/n352351,International Agricultural Trade and Policy Center
http://vivo.ufl.edu/individual/n87650,"Gastroenterology, Hepatology, and Nutrition"
http://vivo.ufl.edu/individual/n39954,Universidad Autonoma Metropolitana
http://vivo.ufl.edu/individual/n1689984293,Edward N and Della L Thome Memorial Foundation
http://vivo.ufl.edu/individual/n231624,"Halifax County Administration, Halifax, Virginia"
http://vivo.ufl.edu/individual/n4244965879,Wayne-Dalton
http://vivo.ufl.edu/individual/n351307,Surgery (Beth Israel Deaconess Medical Center)
http://vivo.ufl.edu/individual/n930738,Springer-Verlag
http://vivo.ufl.edu/individual/n1715643205,US Army Medical Research Acquisition
http://vivo.ufl.edu/individual/n4419962395,Gannett Fleming Inc
http://vivo.ufl.edu/individual/n8222579162,Institut Julet Bordet-Centre
http://vivo.ufl.edu/individual/n7844457775,Lightning Safety Alliance Corporation
http://vivo.ufl.edu/individual/n249971,Savannah River Archaeological Research Program (University of South Carolina)
http://vivo.ufl.edu/individual/n823605727,Ambulatory Pediatric Association
http://vivo.ufl.edu/individual/n614225276,Gurobi Optimization
http://vivo.ufl.edu/individual/n2845020262,Halifax Hospital
http://vivo.ufl.edu/individual/n4417494156,Institute Tecnologia Parana
http://vivo.ufl.edu/individual/n1168764914,Swiss American Products
http://vivo.ufl.edu/individual/n156885,Plastic & Reconstructive Surgery (Lahey Clinic)
http://vivo.ufl.edu/individual/n4791493345,Unipath
http://vivo.ufl.edu/individual/n127723,Biology (University of Chicago)
http://vivo.ufl.edu/individual/n96986,Florida Sugar Cane League
http://vivo.ufl.edu/individual/n3930625915,National Research Council
http://vivo.ufl.edu/individual/n28816,University of Kansas School of Pharmacy 
http://vivo.ufl.edu/individual/n48795,"Jose Matias Delgado University (San Salvador, El Salvador)"
http://vivo.ufl.edu/individual/n1157908813,Infrasense
http://vivo.ufl.edu/individual/n50357,University of South Dakota
http://vivo.ufl.edu/individual/n77745,Franklin Pierce University
http://vivo.ufl.edu/individual/n1697557185,US Environmental Protection Agency
http://vivo.ufl.edu/individual/n3847805738,Florida Lime and Avocado Administration Com
http://vivo.ufl.edu/individual/n7664889836,Mathematica Policy Research
http://vivo.ufl.edu/individual/n115617,The Herpetologists League
http://vivo.ufl.edu/individual/n1563022331,Southwestern Law School
http://vivo.ufl.edu/individual/n189694,Hofstra University School of Law
http://vivo.ufl.edu/individual/n49681,Brain Injury Rehabilitation Center
http://vivo.ufl.edu/individual/n434531,ICBR Bioinformatics Division
http://vivo.ufl.edu/individual/n84278,FAMU Center for Biological Control
http://vivo.ufl.edu/individual/n7449203261,National Institute of Aerospace
http://vivo.ufl.edu/individual/n39684,"Rehabilitation Institute of Michigan, Detroit"
http://vivo.ufl.edu/individual/n23810,Carolina Population Center (University of North Carolina)
http://vivo.ufl.edu/individual/n86478,Boston University Medical Center
http://vivo.ufl.edu/individual/n2446466121,Florida Wire and Cable Inc
http://vivo.ufl.edu/individual/n961457710,Quentin Garrett Quinlivan
http://vivo.ufl.edu/individual/n46928,"Florida Cooperative Fish and Wildlife Research Unit, School of Forest Resources and Conservation"
http://vivo.ufl.edu/individual/n228018,"University Grants Commission, New Delhi"
http://vivo.ufl.edu/individual/n240542,Pathology (University of Alabama at Birmingham)
http://vivo.ufl.edu/individual/n40134,Chemistry (University of Missouri at Columbia)
http://vivo.ufl.edu/individual/n245558,Bejing Agricultural University
http://vivo.ufl.edu/individual/n36606,Miami University of Ohio
http://vivo.ufl.edu/individual/n32801,"Karolinska Institute, Sweden"
http://vivo.ufl.edu/individual/n226672,AIDS Education and Training Center
http://vivo.ufl.edu/individual/n1176803511,Government of Vietnam
http://vivo.ufl.edu/individual/n2240169915,Association for Tropical Biology and Conservation
http://vivo.ufl.edu/individual/n44238,English Language Institute
http://vivo.ufl.edu/individual/n2927204532,Mark Iv
http://vivo.ufl.edu/individual/n44989,American Board of Otolaryngology-Head and Neck Surgery 
http://vivo.ufl.edu/individual/n8641264505,University of St Thomas
http://vivo.ufl.edu/individual/n2038756205,Orange County Board of Commissioners
http://vivo.ufl.edu/individual/n3772216347,Florida Rf Labs and Emc Technology
http://vivo.ufl.edu/individual/n4097156,F J French Alzheimer's Foundation
http://vivo.ufl.edu/individual/n40537,University of Sofia
http://vivo.ufl.edu/individual/n2171063906,Molina Healthcare
http://vivo.ufl.edu/individual/n102961,National Agricultural Biotechnology Council 
http://vivo.ufl.edu/individual/n932360574,Ortho Mcneil Janssen Scientific Affairs
http://vivo.ufl.edu/individual/n9114327278,The Society of Biology of Chile
http://vivo.ufl.edu/individual/n231882773,Thoratec Corporation
http://vivo.ufl.edu/individual/n374564,Television WEDU St. Petersburg Studio 
http://vivo.ufl.edu/individual/n94060,Franklin & Marshall College
http://vivo.ufl.edu/individual/n9611757489,Friends of the Mounts
http://vivo.ufl.edu/individual/n270410,"Biotechnologies for the Ecological, Evolutionary and Conservation Sciences"
http://vivo.ufl.edu/individual/n3762340156,National Wild Turkey Federation
http://vivo.ufl.edu/individual/n4918168211,American Academy Pediatric Dentistry
http://vivo.ufl.edu/individual/n31371,"Facial Pain Center, Univ of Alabama at Birmingham School of Dentistry"
http://vivo.ufl.edu/individual/n4031369359,Integration Innovation
http://vivo.ufl.edu/individual/n5181771171,Toppro Specialties
http://vivo.ufl.edu/individual/n4514977962,Altavian
http://vivo.ufl.edu/individual/n2850924196,Blowitz-Ridgeway Foundation
http://vivo.ufl.edu/individual/n5578172733,Minnesota Law Review Foundation
http://vivo.ufl.edu/individual/n5723700830,Ortec International Inc
http://vivo.ufl.edu/individual/n16508,Physics (University of Western Australia)
http://vivo.ufl.edu/individual/n6000151048,American Aqua Resources Inc
http://vivo.ufl.edu/individual/n62055,Construction Engineering and Management 
http://vivo.ufl.edu/individual/n715337043,Monroe County
http://vivo.ufl.edu/individual/n1830634888,Phoenix Contact Development and Manufacturing
http://vivo.ufl.edu/individual/n4641543653,United Airlines
http://vivo.ufl.edu/individual/n3290651171,Abb Water Meters Inc
http://vivo.ufl.edu/individual/n1718851725,C&G Use Only - NIH Control Account
http://vivo.ufl.edu/individual/n245465,Institute of Endocrinology and Metabolisim
http://vivo.ufl.edu/individual/n68740,Chemistry (University of North Carolina at Greensboro)
http://vivo.ufl.edu/individual/n1664696540,Veris Technologies
http://vivo.ufl.edu/individual/n50506,Ped-I-Care
http://vivo.ufl.edu/individual/n71367,Czech Technical University of Prague
http://vivo.ufl.edu/individual/n59817,Equitech Laboratories Inc.
http://vivo.ufl.edu/individual/n211952,"Centre for Culture, Identity and Education (University of British Columbia)"
http://vivo.ufl.edu/individual/n81275,University of Amsterdam
http://vivo.ufl.edu/individual/n302491,Oncologic Pathology (Medical College of Georgia)
http://vivo.ufl.edu/individual/n173559,"BNR (Research Triangle Park, NC)"
http://vivo.ufl.edu/individual/n161607,The Evergreen State College
http://vivo.ufl.edu/individual/n2518462088,Vasomedical Inc
http://vivo.ufl.edu/individual/n40659,Technion-Israel Institute of Technology
http://vivo.ufl.edu/individual/n8012494717,Tetra Technology Inc
http://vivo.ufl.edu/individual/n89626,Anatomy and Cell Biology (University of Calgary)
http://vivo.ufl.edu/individual/n437822550,Bauman Moscow State Technology University
http://vivo.ufl.edu/individual/n1952001109,Partnership for Clean Competition
http://vivo.ufl.edu/individual/n490358690,Chevron Energy Technology Company
http://vivo.ufl.edu/individual/n123441,"Acme Foundry, inc"
http://vivo.ufl.edu/individual/n9223664696,Asme
http://vivo.ufl.edu/individual/n77346203,Dermatology and Cutaneous Surgery
http://vivo.ufl.edu/individual/n1532557383,Geospider
http://vivo.ufl.edu/individual/n44758,University of Rochester
http://vivo.ufl.edu/individual/n645507021,Jacksonville Housing Partnersh
http://vivo.ufl.edu/individual/n254611,Emergency Medicine - Jacksonville
http://vivo.ufl.edu/individual/n7219852591,Royal Swedish Academy of Sciences
http://vivo.ufl.edu/individual/n4484121542,Orange County Environmental Protection Division
http://vivo.ufl.edu/individual/n455888942,US Israel Agriculture Research and Development Fund
http://vivo.ufl.edu/individual/n134031,St. Louis University School of Medicine
http://vivo.ufl.edu/individual/n31630,Stillman College
http://vivo.ufl.edu/individual/n3994212395,Fund for Astrophysical Research
http://vivo.ufl.edu/individual/n19640,Yale University
http://vivo.ufl.edu/individual/n1611576796,Dupont Agricultural Products
http://vivo.ufl.edu/individual/n109232,Geology and Biology (Indiana University)
http://vivo.ufl.edu/individual/n259062,Center for Governmental Responsibility
http://vivo.ufl.edu/individual/n44248,Wentworth Institute of Technology
http://vivo.ufl.edu/individual/n8858868,Microbiology and Cell Science
http://vivo.ufl.edu/individual/n6641880563,Orthoaccel Technologies
http://vivo.ufl.edu/individual/n38866,"Chronicle programme, BBC Television"
http://vivo.ufl.edu/individual/n4832394445,Astex
http://vivo.ufl.edu/individual/n8049154297,Korean Microbiological Society
http://vivo.ufl.edu/individual/n5304421833,Valen Labs
http://vivo.ufl.edu/individual/n1923400848,Ventus Medical
http://vivo.ufl.edu/individual/n622815156,Emission and Power Solutions
http://vivo.ufl.edu/individual/n28082,Graduate Program in Microbiology and Immunology (Arizona Health Sciences Center)
http://vivo.ufl.edu/individual/n665428211,G and S Corporation of Hiaheah
http://vivo.ufl.edu/individual/n9427928448,Knight-Ridder Inc
http://vivo.ufl.edu/individual/n5378900367,Center for Orthopaedic Trauma Advancement
http://vivo.ufl.edu/individual/n57255,Stetson University
http://vivo.ufl.edu/individual/n1235710300,Hdr Engineering
http://vivo.ufl.edu/individual/n1247730502,Respicardia
http://vivo.ufl.edu/individual/n6362490181,American Society of Parasitologists
http://vivo.ufl.edu/individual/n33486,The Documentary Institute
http://vivo.ufl.edu/individual/n5928878926,Society of Hispano-Luso-American Lepidopterologia-Shilap
http://vivo.ufl.edu/individual/n407687,History and Geography (University of Valparaiso)
http://vivo.ufl.edu/individual/n2279445509,Ariad Pharmaceuticals
http://vivo.ufl.edu/individual/n3885858522,NASA Dryden Flight Research Center
http://vivo.ufl.edu/individual/n888669543,American Vineyard Foundation
http://vivo.ufl.edu/individual/n469537,Good Samaritan Hospital
http://vivo.ufl.edu/individual/n8874015900,Fight for Sight
http://vivo.ufl.edu/individual/n1023303,Sarasota County Extension Office
http://vivo.ufl.edu/individual/n6206253081,Asr Systems
http://vivo.ufl.edu/individual/n9842737305,International Association for Plant Taxonomy
http://vivo.ufl.edu/individual/n246449,Miami-Dade County  Public Schools
http://vivo.ufl.edu/individual/n618513300,Occidental Chemical Corporation
http://vivo.ufl.edu/individual/n42834,American Anthropological Association (AAA)
http://vivo.ufl.edu/individual/n198860,Hull University
http://vivo.ufl.edu/individual/n95012,Biochemistry (Louisiana State University)
http://vivo.ufl.edu/individual/n7296413217,Rhodia Inc
http://vivo.ufl.edu/individual/n830361907,Southeastern Surgical Congress
http://vivo.ufl.edu/individual/n8329934061,World Health Organization
http://vivo.ufl.edu/individual/n1538244869,Medical University of Ohio
http://vivo.ufl.edu/individual/n225630190,Institute of Museum and Library Serv
http://vivo.ufl.edu/individual/n9704690912,Prairie Oat Growers Association
http://vivo.ufl.edu/individual/n2518788738,Healthsouth Inpatient Division
http://vivo.ufl.edu/individual/n48400,"Clinical Trial Center, Naval Health Research Center"
http://vivo.ufl.edu/individual/n3625317686,Animine
http://vivo.ufl.edu/individual/n36720,Drug Product Evaluation Unit (University of Kentucky)
http://vivo.ufl.edu/individual/n471523362,American Society Pharmacology Experimental Therapeutics
http://vivo.ufl.edu/individual/n9857145549,Lubee Foundation
http://vivo.ufl.edu/individual/n1768047798,Ecostat Inc
http://vivo.ufl.edu/individual/n1961479209,Royal Statistical Society
http://vivo.ufl.edu/individual/n261183,Pediatric Private Practice
http://vivo.ufl.edu/individual/n17170,School of Veterinary Medicine (Cornell University)
http://vivo.ufl.edu/individual/n249701,Institute for Research on Women and Gender (University of Michigan)
http://vivo.ufl.edu/individual/n8292291611,West Palm Beach Housing Partner
http://vivo.ufl.edu/individual/n1569610505,Thermo King
http://vivo.ufl.edu/individual/n517624305,Athenagen Inc
http://vivo.ufl.edu/individual/n1668071218,Natural Products Inc
http://vivo.ufl.edu/individual/n154806,MEDS (Northwestern University)
http://vivo.ufl.edu/individual/n9383804644,Mesoscribe Technologies
http://vivo.ufl.edu/individual/n24040,McMaster University
http://vivo.ufl.edu/individual/n7317598218,North American Bluebird Society
http://vivo.ufl.edu/individual/n1062368847,Progress Energy Florida
http://vivo.ufl.edu/individual/n8168746909,Zenagene
http://vivo.ufl.edu/individual/n466132,Orthodontics
http://vivo.ufl.edu/individual/n46146,"Maternity Care Center (Port Lavaca, Texas)"
http://vivo.ufl.edu/individual/n168987,Institute of Hydrobiology
http://vivo.ufl.edu/individual/n56225,"Head and Neck Surgery, Medical College of Georgia and Children’s Medical Center"
http://vivo.ufl.edu/individual/n72377,Program of American Civilization (Brown University)
http://vivo.ufl.edu/individual/n628223598,National Recreation and Park Association
http://vivo.ufl.edu/individual/n455868715,National Marrow Donor Program
http://vivo.ufl.edu/individual/n197769,West China University of Medical Sciences
http://vivo.ufl.edu/individual/n232028,Lake Education Community Outreach 
http://vivo.ufl.edu/individual/n140919,CTSI Biomedical Mass Spectrometry Core
http://vivo.ufl.edu/individual/n517737358,The Brain Tumor Society
http://vivo.ufl.edu/individual/n101632,Oracle Higher Education User Group
http://vivo.ufl.edu/individual/n1040042343,Florida Department of State Division of Library Information Services
http://vivo.ufl.edu/individual/n122680,Lehigh Valley Hospital
http://vivo.ufl.edu/individual/n6228462133,Annales Institute Fourier
http://vivo.ufl.edu/individual/n916388285,Florida Forestry Association
http://vivo.ufl.edu/individual/n82749,Political Science (Ritsumeikan University)
http://vivo.ufl.edu/individual/n2684183962,Fort Valley State University
http://vivo.ufl.edu/individual/n1893934938,Grifols Therapeutics
http://vivo.ufl.edu/individual/n160649,Water Resources Research Center
http://vivo.ufl.edu/individual/n995963849,Orexigen Therapeutics
http://vivo.ufl.edu/individual/n1335998080,Agraquest Inc
http://vivo.ufl.edu/individual/n9388816830,Australian Physiotherapy Association
http://vivo.ufl.edu/individual/n55638,Political Science (Wellesley College)
http://vivo.ufl.edu/individual/n71689,The Neta Dance Company
http://vivo.ufl.edu/individual/n56877,Vanderbilt University Medical Center
http://vivo.ufl.edu/individual/n22410,State University of Campinas
http://vivo.ufl.edu/individual/n78254,"Surgery (Army Hospital, Chieti, Italy)"
http://vivo.ufl.edu/individual/n533604,Marketing and Communications
http://vivo.ufl.edu/individual/n309853,Lung Transplant
http://vivo.ufl.edu/individual/n73285,NIA/NIH
http://vivo.ufl.edu/individual/n46101,Pahlavi (Shiraz) University
http://vivo.ufl.edu/individual/n665492656,Stromedix
http://vivo.ufl.edu/individual/n471087995,US Department of Agriculture Farmers Home Administration
http://vivo.ufl.edu/individual/n189516,Water Institute
http://vivo.ufl.edu/individual/n162655,E.S.S.I.E. Envoys
http://vivo.ufl.edu/individual/n37673,CTAC Histology Resource Lab
http://vivo.ufl.edu/individual/n735858544,International Waterlily and Water Gardening Society
http://vivo.ufl.edu/individual/n130255414,Tropical and Subtropical Seafood
http://vivo.ufl.edu/individual/n249426,Green River Day Training Center
http://vivo.ufl.edu/individual/n901593821,Jabil Circuit
http://vivo.ufl.edu/individual/n23676,American Taxation Association
http://vivo.ufl.edu/individual/n2971466138,Historical Society of Pennsylvania
http://vivo.ufl.edu/individual/n320746,New Jersey Institute of Technology
http://vivo.ufl.edu/individual/n8858854,School of Teaching and Learning
http://vivo.ufl.edu/individual/n312485130,Callidus Biopharma
http://vivo.ufl.edu/individual/n3190361217,Oceanyx Pharmaceuticals
http://vivo.ufl.edu/individual/n651363091,Texas Agrilife Extension
http://vivo.ufl.edu/individual/n343629,Clinical and Translational Science Informatics and Technology
http://vivo.ufl.edu/individual/n124690,Sociology and Anthropology (University of Guelph)
http://vivo.ufl.edu/individual/n86603,Managers M.B.A Program
http://vivo.ufl.edu/individual/n960424474,Spie-Society of Photo-Optical Instrumentation Engineers
http://vivo.ufl.edu/individual/n4135266444,Oracle Giving
http://vivo.ufl.edu/individual/n316320,College of Transportation Engineering (Tongji University)
http://vivo.ufl.edu/individual/n105461,Shenandoah University
http://vivo.ufl.edu/individual/n5466222911,Superferon Inc
http://vivo.ufl.edu/individual/n36410,Surgical Research Training Lab
http://vivo.ufl.edu/individual/n2095858411,Xanthus Life Sciences Inc
http://vivo.ufl.edu/individual/n1955999348,Mid-Bay Bridge Authority
http://vivo.ufl.edu/individual/n54029,Society of Wetland Scientists
http://vivo.ufl.edu/individual/n100800,Social Psychology (University of Massachusetts at Amherst)
http://vivo.ufl.edu/individual/n124859,University Computing Center (University of Virginia)
http://vivo.ufl.edu/individual/n6960044942,Solutia Inc
http://vivo.ufl.edu/individual/n74936,"94th Combat Support Group (United States Air Force, Dobbins Air Reserve Base)"
http://vivo.ufl.edu/individual/n3154280314,Zhejiang University
http://vivo.ufl.edu/individual/n1232300969,Leonard Wood Institute
http://vivo.ufl.edu/individual/n100639,Private Practice
http://vivo.ufl.edu/individual/n793264437,Cryolife
http://vivo.ufl.edu/individual/n43770,Local committee for 2011 meeting of the American Ornithologists Union
http://vivo.ufl.edu/individual/n36114,National Radio Astronomy Observatory
http://vivo.ufl.edu/individual/n1492832870,Santhera Pharmaceuticals
http://vivo.ufl.edu/individual/n1196609985,US Department of Energy Albuquerque Operations Office
http://vivo.ufl.edu/individual/n121678,Enterprise Infrastructure and Operations
http://vivo.ufl.edu/individual/n7777565686,Global Perservatives
http://vivo.ufl.edu/individual/n156250,BioConsulting Associates
http://vivo.ufl.edu/individual/n1151174049,St Charles Pharmaceuticals
http://vivo.ufl.edu/individual/n251536,"Institute of Myology, NMR laboratory"
http://vivo.ufl.edu/individual/n515395,"University of Parma, Italy"
http://vivo.ufl.edu/individual/n4899495736,Link Foundation
http://vivo.ufl.edu/individual/n208714,"Bufete, Malavet & Ayoroa"
http://vivo.ufl.edu/individual/n2090483909,State of California Water Resources Control Board
http://vivo.ufl.edu/individual/n8858823,Special and Area Studies Collections
http://vivo.ufl.edu/individual/n8104457522,European Organization for Nuclear Research
http://vivo.ufl.edu/individual/n188365,VA Medical Center Sepulveda
http://vivo.ufl.edu/individual/n904339099,Kuwait Foundation for Advancement of Sciences
http://vivo.ufl.edu/individual/n29834,Free University of Brussels
http://vivo.ufl.edu/individual/n1911555365,US Department of Education Fulbright-Hays
http://vivo.ufl.edu/individual/n71535,Universita' degli Studi Di Milano
http://vivo.ufl.edu/individual/n667496,Smithsonian Center for Materials Research and Education
http://vivo.ufl.edu/individual/n90768,SUNY Health Science Center at Brooklyn
http://vivo.ufl.edu/individual/n466117,Office of the Vice President for Research
http://vivo.ufl.edu/individual/n115930794,Access Medical Group
http://vivo.ufl.edu/individual/n7040688683,Novartis Crop Protection
http://vivo.ufl.edu/individual/n236186,UF Health - Blanding
http://vivo.ufl.edu/individual/n234078,Kansas Entomological Society
http://vivo.ufl.edu/individual/n26522,Portland State University
http://vivo.ufl.edu/individual/n2903742907,American Accounting Association
http://vivo.ufl.edu/individual/n195152,Pediatric Hematology and Oncology
http://vivo.ufl.edu/individual/n7808888701,Neighborhood Reinvestment Corporation
http://vivo.ufl.edu/individual/n4428410690,St Lukes Hospital Kansas City
http://vivo.ufl.edu/individual/n3568496,Interdisciplinary Consult Corporation
http://vivo.ufl.edu/individual/n98495,Political Science (Lund University)
http://vivo.ufl.edu/individual/n903559666,Tei Biosciences Inc
http://vivo.ufl.edu/individual/n197504,Temple University School of Dentistry
http://vivo.ufl.edu/individual/n102896,South Beach Capital Markets incorporated
http://vivo.ufl.edu/individual/n55810,University of Colorado at Denver
http://vivo.ufl.edu/individual/n946858395,American Society of Nephrology
http://vivo.ufl.edu/individual/n50015,New York City Environmental Control Board
http://vivo.ufl.edu/individual/n88112202,West Florida Research and Education Center
http://vivo.ufl.edu/individual/n2564658005,National Fund for Medical Education
http://vivo.ufl.edu/individual/n174995,University of Brazzaville
http://vivo.ufl.edu/individual/n48699,Mississippi State University
http://vivo.ufl.edu/individual/n1708180445,Mclean Engineering Company Inc
http://vivo.ufl.edu/individual/n9085248950,"Immunogen, Inc"
http://vivo.ufl.edu/individual/n3315164500,Arthrex
http://vivo.ufl.edu/individual/n182184,Columbia County School District
http://vivo.ufl.edu/individual/n466104,College of Education
http://vivo.ufl.edu/individual/n178918,Mathematical Sciences (Florida Atlantic University)
http://vivo.ufl.edu/individual/n450597,University of Padua
http://vivo.ufl.edu/individual/n6890388045,Association of Pet Dog Trainers
http://vivo.ufl.edu/individual/n80782,Moravian College
http://vivo.ufl.edu/individual/n111127,Immunology and Microbiology (University of Maryland School of Medicine)
http://vivo.ufl.edu/individual/n195757,Glickman Urological Institute
http://vivo.ufl.edu/individual/n101708,Biological and Agricultural Engineering (Texas A&M University)
http://vivo.ufl.edu/individual/n42601,Veterans Administration Medical Center (Boston)
http://vivo.ufl.edu/individual/n101346,Agronomy (University of California at Davis)
http://vivo.ufl.edu/individual/n260092,Molecular Biology and Cell Science (University of Colorado)
http://vivo.ufl.edu/individual/n3973244109,Acta Cardiologica
http://vivo.ufl.edu/individual/n56909,Joint Audiology Program
http://vivo.ufl.edu/individual/n7678952289,Rehabilitation Institute of Chicago
http://vivo.ufl.edu/individual/n58047,Department of Otolaryngology (Department of Veteran Affairs)
http://vivo.ufl.edu/individual/n9805449968,Alpha Foundation Improvement of Mine Safety and Health
http://vivo.ufl.edu/individual/n277577,St. John's Health System
http://vivo.ufl.edu/individual/n96993,Universitatsklinikum Rudolf Virchow Freie Universitat
http://vivo.ufl.edu/individual/n4777235,Center for Tourism Research and Development
http://vivo.ufl.edu/individual/n1690480099,US Agency International Development
http://vivo.ufl.edu/individual/n4269378464,Permanyer Publishers
http://vivo.ufl.edu/individual/n69446,"USDA Forest Service, Syracuse, NY"
http://vivo.ufl.edu/individual/n58420,Iowa Utilties Board
http://vivo.ufl.edu/individual/n62876,Taliesin Architects
http://vivo.ufl.edu/individual/n8276622039,Center for Drug Free Living
http://vivo.ufl.edu/individual/n153612806,Kariba Farms Inc
http://vivo.ufl.edu/individual/n978496373,Otsuka Maryland Medicinal Lab
http://vivo.ufl.edu/individual/n3206199784,John Wiley and Sons
http://vivo.ufl.edu/individual/n2051523681,"County of Hennepin, Minnesota"
http://vivo.ufl.edu/individual/n5931017129,Washington Infrastructure Services
http://vivo.ufl.edu/individual/n104750,Kaiser Hospitals
http://vivo.ufl.edu/individual/n89188,"Laboratory for Experimental Surgery (Davos, Switzerland)"
http://vivo.ufl.edu/individual/n6302612268,Indo-US Science and Technology Forum
http://vivo.ufl.edu/individual/n124538,"Annamalai University at Tamil Nadu, India"
http://vivo.ufl.edu/individual/n120989,Florida Department of Citrus
http://vivo.ufl.edu/individual/n74243,Saint Vincent’s Hospital
http://vivo.ufl.edu/individual/n9231230216,National Institute for Global Environmental Change
http://vivo.ufl.edu/individual/n214899,Institute for Human Rights & Peace Development
http://vivo.ufl.edu/individual/n7756037,Citrus County Extension Office
http://vivo.ufl.edu/individual/n297380292,American Association of Endodontists
http://vivo.ufl.edu/individual/n5991796774,Fetzer Institute
http://vivo.ufl.edu/individual/n50320,David Grant Medical Center
http://vivo.ufl.edu/individual/n80623,Information Systems and Opoerations Management (University of Arizona)
http://vivo.ufl.edu/individual/n98288,Landscape IPM Advisory Group
http://vivo.ufl.edu/individual/n2131298165,Nod Apiary Products
http://vivo.ufl.edu/individual/n3191253041,Ascilite
http://vivo.ufl.edu/individual/n94158,UF CRC Sample Processing Laboratory
http://vivo.ufl.edu/individual/n360291,New York City Dept. of Parks and Recreation
http://vivo.ufl.edu/individual/n54525,"Mammalian Genetics Lab (Advanced Bioscience Laboratories, National Cancer Institute at Frederick)"
http://vivo.ufl.edu/individual/n1050535049,Ludwig-Maximilians University
http://vivo.ufl.edu/individual/n74699,International Society for Computational Biology (ISCB)
http://vivo.ufl.edu/individual/n1288434696,Association for Institutional Research
http://vivo.ufl.edu/individual/n26570,Biological Statistics and Computational Biology (Cornell University)
http://vivo.ufl.edu/individual/n89294208,C R Bard Inc
http://vivo.ufl.edu/individual/n4840592894,Genomic Stand Consort
http://vivo.ufl.edu/individual/n225806,University of Nebraska at Omaha
http://vivo.ufl.edu/individual/n1968492924,Virtual Brands
http://vivo.ufl.edu/individual/n128146,University of Florida Master of Science in Epidemiology Program
http://vivo.ufl.edu/individual/n240909,Campus Crusade for Christ International
http://vivo.ufl.edu/individual/n165101,"University of Erlangen-Nureberg, Germany"
http://vivo.ufl.edu/individual/n183604,Classics (Cornell University)
http://vivo.ufl.edu/individual/n25607,KPMG Peat Marwick
http://vivo.ufl.edu/individual/n4390621042,Sawgrass Association
