uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n7871069510,0022-538X,Journal of Virology,Mapping the Structural Determinants Responsible for Enhanced T Cell Activation To the Immunogenic Adeno-Associated Virus Capsid From Isolate Rhesus 32.33
http://vivo.ufl.edu/individual/n3190463012,0021-8855,Journal of Applied Behavior Analysis,Does Supplementary Reinforcement of Stereotypy Facilitate Extinction?
http://vivo.ufl.edu/individual/n1170460177,2150-7511,Mbio,Suhb Is a Regulator of Multiple Virulence Genes and Essential for Pathogenesis of Pseudomonas Aeruginosa
http://vivo.ufl.edu/individual/n4475541079,0167-4889,Biochimica Et Biophysica Acta-Molecular Cell Research,Intra-Plastid Protein Trafficking: How Plant Cells Adapted Prokaryotic Mechanisms To the Eukaryotic Condition
http://vivo.ufl.edu/individual/n6940357492,0300-9475,Scandinavian Journal of Immunology,The Important Role of T Cells and Receptor Expression in Sjogren's Syndrome
http://vivo.ufl.edu/individual/n5937850111,1999-4915,Viruses-Basel,Role of Polycomb Proteins in Regulating Hsv-1 Latency
http://vivo.ufl.edu/individual/n6430461918,1757-4676,EMBO Molecular Medicine,Effective Gene Therapy for Haemophilic Mice With Pathogenic Factor Ix Antibodies
http://vivo.ufl.edu/individual/n4792811412,0899-823X,Infection Control and Hospital Epidemiology,Is Methicillin-Resistant Staphylococcus Aureus Colonization Changing? a Study of Academic Health Center Daycare Facilities
http://vivo.ufl.edu/individual/n9292865008,1865-5025,Cellular and Molecular Bioengineering,Fluctuating Motor Forces Bend Growing Microtubules
http://vivo.ufl.edu/individual/n9091927640,0306-4522,Neuroscience,Effects of Diet-Induced Obesity On Motivation and Pain Behavior in An Operant Assay
http://vivo.ufl.edu/individual/n930720895,0003-2700,Analytical Chemistry,Exploiting the Higher Specificity of Silver Amalgamation: Selective Detection of Mercury(Ii) By Forming Ag/Hg Amalgam
http://vivo.ufl.edu/individual/n8589591595,0892-6638,Faseb Journal,Macrophage Migration Inhibitory Factor (Mif) Decreases Neuroinflammation in the Solitary Tract Nucleus (Nts) of Spontaneously Hypertensive Rats (Shr).
http://vivo.ufl.edu/individual/n9100682503,0308-5961,Telecommunications Policy,Mapping the Field: Retrospective of the Federal Universal Service Programs
http://vivo.ufl.edu/individual/n3954299994,0177-5103,Diseases of Aquatic Organisms,Megalocytivirus Infection in Orbiculate Batfish Platax Orbicularis
http://vivo.ufl.edu/individual/n3596200046,1751-7311,Animal,Technical Options for the Mitigation of Direct Methane and Nitrous Oxide Emissions From Livestock: a Review
http://vivo.ufl.edu/individual/n9492642565,1071-1023,Journal of Vacuum Science and Technology B,Impact of Proton Irradiation On Dc Performance of Algan/Gan High Electron Mobility Transistors
http://vivo.ufl.edu/individual/n845172720,0091-7435,Preventive Medicine,"Making Preventive Medicine More Personalized: Implications for Exercise-Related Research (Vol 55, Pg 34, 2012)"
http://vivo.ufl.edu/individual/n7646312342,0167-6806,Breast Cancer Research and Treatment,Transglutaminase 2 and Nf-Kappa B: An Odd Couple That Shapes Breast Cancer Phenotype
http://vivo.ufl.edu/individual/n307202936,0003-6951,Applied Physics Letters,Human Immunodeficiency Virus Drug Development Assisted With Algan/Gan High Electron Mobility Transistors and Binding-Site Models
http://vivo.ufl.edu/individual/n8222395501,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Bladder-Preservation Therapy for Small Cell Carcinoma of the Bladder
http://vivo.ufl.edu/individual/n3575365666,0022-3913,The Journal of Prosthetic Dentistry,Ceramic Materials for Porcelain Veneers. Part I: Correlation Between Translucency Parameters and Contrast Ratio
http://vivo.ufl.edu/individual/n9457423887,1522-2055,North American Journal of Aquaculture,Captive Volitional Spawning and Larval Rearing of Pigfish
http://vivo.ufl.edu/individual/n3105028585,0020-7179,International Journal of Control,Non-Overshooting Output Tracking of Feedback Linearisable Nonlinear Systems
http://vivo.ufl.edu/individual/n6731227242,1387-2877,Journal of Alzheimer's Disease,Characteristics of Tbs-Extractable Hyperphosphorylated Tau Species: Aggregation Intermediates in Rtg4510 Mouse Brain
http://vivo.ufl.edu/individual/n2704411935,0002-9122,American Journal of Botany,"Systematics, Biogeography, and Character Evolution of Sparganium (Typhaceae): Diversification of a Widespread, Aquatic Lineage"
http://vivo.ufl.edu/individual/n5364691609,0149-5992,Diabetes Care,Evidence of a Strong Association Between Frequency of Self-Monitoring of Blood Glucose and Hemoglobin A(1C) Levels in T1D Exchange Clinic Registry Participants
http://vivo.ufl.edu/individual/n3074758304,1520-9210,IEEE Transactions On Multimedia,Joint Social and Content Recommendation for User-Generated Videos in Online Social Network
http://vivo.ufl.edu/individual/n204911420,1556-4894,Journal of Island and Coastal Archaeology,Protecting Heritage in the Caribbean
http://vivo.ufl.edu/individual/n5285706829,1536-5050,Journal of Medical Library Association,Provision of Online Reference Through Researchgate
http://vivo.ufl.edu/individual/n1260387575,1939-3792,Autism Research,Effects of Environmental Enrichment On Repetitive Behaviors in the Btbr T Plus Tf/J Mouse Model of Autism
http://vivo.ufl.edu/individual/n7749733208,1533-3175,American Journal of Alzheimers Disease and Other Dementias,Differential Lexical and Semantic Spreading Activation in Alzheimer's Disease
http://vivo.ufl.edu/individual/n501056756,0960-894X,Bioorganic & Medicinal Chemistry Letters,"Effect of Incorporating a Thiophene Tail in the Scaffold of Acetazolamide On the Inhibition of Human Carbonic Anhydrase Isoforms I, Ii, Ix and Xii"
http://vivo.ufl.edu/individual/n8138313378,1932-6203,PLoS One,A Method for Detecting Positive Growth Autocorrelation Without Marking Individuals
http://vivo.ufl.edu/individual/n7709680764,1567-567X,Journal of Pharmacokinetics and Pharmacodynamics,Development of a Placebo Effect Model Combined With a Dropout Model for Bipolar Disorder
http://vivo.ufl.edu/individual/n1752890722,0190-2148,Experimental Lung Research,Impaired Induction of Allergic Lung Inflammation By Alternaria Alternata Mutant Mapk Homologue Fus3
http://vivo.ufl.edu/individual/n9883428764,0065-7727,Abstracts of Papers of the American Chemical Society,Modeling Photoconductivity At a Semiconductor Surface: An Application To Nanostructured Si Surfaces
http://vivo.ufl.edu/individual/n4958713670,0018-9340,IEEE Transactions On Computers,Guest Editors' Introduction: Special Section On System-Level Design and Validation of Heterogeneous Chip Multiprocessors
http://vivo.ufl.edu/individual/n5204884094,0741-5214,Journal of Vascular Surgery,Safety of Percutaneous Tevar in Obese Patients
http://vivo.ufl.edu/individual/n1571385839,0306-4379,Information Systems,Histograms as Statistical Estimators for Aggregate Queries
http://vivo.ufl.edu/individual/n1988155979,1478-6435,Philosophical Magazine,Analytical Criterion for Porous Solids Containing Cylindrical Voids in An Incompressible Matrix Exhibiting Tensioncompression Asymmetry
http://vivo.ufl.edu/individual/n5141309006,0022-0426,Journal of Drug Issues,Pharmaceutical Regulation Failures and Changes: Lessons Learned From Oxycontin Abuse and Diversion
http://vivo.ufl.edu/individual/n1591017984,1364-503X,Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences,Multivariate Granger Causality: An Estimation Framework Based On Factorization of the Spectral Density Matrix
http://vivo.ufl.edu/individual/n7742356049,0031-949X,Phytopathology,"Twitching Motility and a Type Vi Secretion System Contribute To Virulence in P673, a Cool Virulent Strain of Ralstonia Solanacearum"
http://vivo.ufl.edu/individual/n7349953831,0043-1354,Water Research,Phosphate Recovery Using Hybrid Anion Exchange: Applications To Source-Separated Urine and Combined Wastewater Streams
http://vivo.ufl.edu/individual/n1176610690,1078-0432,Clinical Cancer Research,Expansion of Ccr8(+) Inflammatory Myeloid Cells in Cancer Patients With Urothelial and Renal Carcinomas
http://vivo.ufl.edu/individual/n9116544348,0009-286X,Chemie Ingenieur Technik,Study of Carbon Dioxide Transport in a Samaria Aerogel Catalyst By High Field Diffusion Nmr
http://vivo.ufl.edu/individual/n4905435694,2168-2267,IEEE Transactions On Cybernetics,Activity Discovery and Activity Recognition: a New Partnership
http://vivo.ufl.edu/individual/n5120077766,1743-9760,Journal of Positive Psychology,Thanks? Gratitude and Well-Being Over the Thanksgiving Holiday Among College Students
http://vivo.ufl.edu/individual/n1742065255,1554-8627,Autophagy,Functions of Autophagy in Normal and Diseased Liver
http://vivo.ufl.edu/individual/n422551099,0008-5472,Cancer Research,Maintenance of Androgen Receptor Inactivation By S-Nitrosylation
http://vivo.ufl.edu/individual/n5014751057,0168-8278,Journal of Hepatology,Worldwide Trend of Hepatocellular Carcinoma: Systematic Analysis At Five-Year Intervals From 1990 Through 2010
http://vivo.ufl.edu/individual/n28489249,1385-8947,Chemical Engineering Journal,Filtration of Engineered Nanoparticles in Carbon-Based Fixed Bed Columns
http://vivo.ufl.edu/individual/n9788479569,2043-9083,Journal of Water Sanitation and Hygiene for Development,"A Cluster-Randomized Trial Assessing the Impact of School Water, Sanitation and Hygiene Improvements On Pupil Enrolment and Gender Parity in Enrolment"
http://vivo.ufl.edu/individual/n9875289713,1560-2745,Fungal Diversity,Diaporthe Species Occurring On Citrus in China
http://vivo.ufl.edu/individual/n7945948021,1932-6203,PLoS One,Addition of Exogenous Nad(+) Prevents Mefloquine-Induced Neuroaxonal and Hair Cell Degeneration Through Reduction of Caspase-3-Mediated Apoptosis in Cochlear Organotypic Cultures
http://vivo.ufl.edu/individual/n9232240636,0043-1354,Water Research,Diclofenac Removal in Urine Using Strong-Base Anion Exchange Polymer Resins
http://vivo.ufl.edu/individual/n6349972851,0030-6665,Otolaryngologic clinics of North America,Nonsurgical Treatment Swallowing Rehabilitation
http://vivo.ufl.edu/individual/n8529441595,0017-808X,Harvard Journal On Legislation,Alone and Unrepresented: a Call To Congress To Provide Counsel for Unaccompanied Minors
http://vivo.ufl.edu/individual/n3630382012,0004-637X,Astrophysical Journal,The Dynamics of Massive Starless Cores With Alma
http://vivo.ufl.edu/individual/n9123781946,0893-164X,Psychology of Addictive Behaviors,Integrating Translational Neuroscience To Improve Drug Abuse Treatment for Adolescents
http://vivo.ufl.edu/individual/n6641415099,1936-0851,ACS Nano,A Spherical Nucleic Acid Platform Based On Self-Assembled Dna Biopolymer for High-Performance Cancer Therapy
http://vivo.ufl.edu/individual/n3232954499,0038-4348,Southern Medical Journal,Clinical Utility of Natriuretic Peptides in Left Ventricular Failure
http://vivo.ufl.edu/individual/n1358128480,0179-051X,Dysphagia,"Dysphagia, Nutrition, and Hydration in Ischemic Stroke Patients At Admission and Discharge From Acute Care"
http://vivo.ufl.edu/individual/n5503531837,1359-6454,Acta Materialia,Characterization of the 3-D Amorphized Zone Beneath a Vickers Indentation in Boron Carbide Using Raman Spectroscopy
http://vivo.ufl.edu/individual/n7962175887,1471-4914,Trends in molecular medicine,Microbiota Impact On the Epigenetic Regulation of Colorectal Cancer
http://vivo.ufl.edu/individual/n3033999093,1063-5157,Systematic biology,Ratite Nonmonophyly: Independent Evidence From 40 Novel Loci
http://vivo.ufl.edu/individual/n5126696012,0099-2240,Applied and Environmental Microbiology,Fungal Diversity in Permafrost and Tallgrass Prairie Soils Under Experimental Warming Conditions
http://vivo.ufl.edu/individual/n7767484655,0968-090X,Transportation Research Part C-Emerging Technologies,Robust Signal Timing Optimization With Environmental Concerns
http://vivo.ufl.edu/individual/n8238204855,0167-6857,Plant Cell Tissue and Organ Culture,Comparison of Procedures for Dna Coating of Micro-Carriers in the Transient and Stable Biolistic Transformation of Sugarcane
http://vivo.ufl.edu/individual/n8377660887,0361-8609,American Journal of Hematology,Zip14 Knockout Mice Exhibit Altered Iron Metabolism and Markedly Impaired Hepatic and Pancreatic Uptake of Intravenously Administered Non-Transferrin-Bound Iron
http://vivo.ufl.edu/individual/n3610920490,0018-9545,IEEE Transactions On Vehicular Technology,A Fair Qos-Aware Resource-Allocation Scheme for Multiradio Multichannel Networks
http://vivo.ufl.edu/individual/n8482169138,0012-1797,Diabetes,Per2 Mutation Recapitulates the Vascular Phenotype of Diabetes in the Retina and Bone Marrow
http://vivo.ufl.edu/individual/n4925859453,0197-4580,Neurobiology of aging,Distinct Manifestations of Executive Dysfunction in Aged Rats
http://vivo.ufl.edu/individual/n1873966920,0953-8984,Journal of Physics-Condensed Matter,The Specific Heat of the Electron-Doped La-1038 Compound (Ca0.85La0.15)(10)(Feas)(10)(Pt3As8)
http://vivo.ufl.edu/individual/n7377398890,1525-822X,Field Methods,Methodological Modifications in a Longitudinal Qualitative Research Design
http://vivo.ufl.edu/individual/n1309077164,1354-750X,Biomarkers,Argininosuccinate Synthase as a Novel Biomarker for Inflammatory Conditions
http://vivo.ufl.edu/individual/n6152774560,2081-3856,Translational Neuroscience,"The Effect of Nucleus Accumbens Lesions On Appetite, Sexual Function, and Nicotine Dependence in Recovering Heroin Addicts"
http://vivo.ufl.edu/individual/n6422978556,1072-3714,Menopause,Low-Dose Mesylate Salt of Paroxetine (Ldmp) Reduced Patient Burden of Menopausal Vasomotor Symptoms
http://vivo.ufl.edu/individual/n6250170039,0023-9283,Law Library Journal,"Memorial: Grace ""Betty"" Woodall Taylor (1926-2013)"
http://vivo.ufl.edu/individual/n283056647,0733-9372,ASCE Journal of Environmental Engineering,Physical Modeling of Particulate Matter Washout From a Hydrodynamic Separator
http://vivo.ufl.edu/individual/n3057797109,0952-8369,Journal of Zoology,Variation of Traits and Habitat Use in Three Species of Sea Kraits in Taiwan
http://vivo.ufl.edu/individual/n3310003301,0194-4363,Journal of the American Planning Association,Can Development Impact Fees Help Mitigate Urban Sprawl?
http://vivo.ufl.edu/individual/n6970256470,1049-9644,Biological Control,New Citriculture System Suppresses Native and Augmented Entomopathogenic Nematodes
http://vivo.ufl.edu/individual/n2796775707,1556-4894,Journal of Island and Coastal Archaeology,"Human Paleodiet At Grand Bay, Carriacou, Lesser Antilles"
http://vivo.ufl.edu/individual/n907314304,1054-7460,Presence-Teleoperators and Virtual Environments,Exploring Agent Physicality and Social Presence for Medical Team Training
http://vivo.ufl.edu/individual/n2040941218,1478-9299,Political Studies Review,Unrecognized States
http://vivo.ufl.edu/individual/n8135243335,0037-7732,Social Forces,Discursive Obstruction and Elite Opposition To Environmental Activism in the Czech Republic
http://vivo.ufl.edu/individual/n3065026472,1175-5326,Zootaxa,Occurrence of Xyleborus Bispinatus (Coleoptera: Curculionidae: Scolytinae) Eichhoff in Southern Florida
http://vivo.ufl.edu/individual/n3065026472,1175-5326,Zootaxa,Occurrence of Xyleborus Bispinatus (Coleoptera: Curculionidae: Scolytinae) Eichhoff in Southern Florida
http://vivo.ufl.edu/individual/n7558199100,0953-816X,European Journal of Neuroscience,Effects of Ventral Striatal Lesions On First- and Second-Order Appetitive Conditioning
http://vivo.ufl.edu/individual/n7888985812,0145-8884,Journal of Food Biochemistry,"Norman F. Haard December 4, 1941-June 29, 2012 in Memoriam"
http://vivo.ufl.edu/individual/n6413417995,0041-008X,Toxicology and applied pharmacology,Carbamazepine Suppresses Calpain-Mediated Autophagy Impairment After Ischemia/Reperfusion in Mouse Livers
http://vivo.ufl.edu/individual/n5831606032,1090-0241,Journal of Geotechnical and Geoenvironmental Engineering,Influence of Spatially Variable Side Friction and Collocated Data On Single and Multiple Shaft Resistances
http://vivo.ufl.edu/individual/n3846423502,1059-941X,Journal of Prosthodontics,"The Quality of Removable Prostheses in Dentate, Community-Dwelling Elderly Residing in Puerto Rico"
http://vivo.ufl.edu/individual/n431319209,1073-449X,American Journal of Respiratory and Critical Care Medicine,Cough Aerosols of Mycobacterium Tuberculosis Predict New Infection a Household Contact Study
http://vivo.ufl.edu/individual/n455157614,0894-1920,Society and Natural Resources,Cognitive Methods and a Case Study for Assessing Shared Perspectives as a Result of Social Learning
http://vivo.ufl.edu/individual/n5478236836,1053-8569,Pharmacoepidemiology and Drug Safety,Distribution and Development of Co-Morbidities in Pediatric Patients With Adhd
http://vivo.ufl.edu/individual/n6277142312,1741-0541,Personalized Medicine,An Interview With Lawrence Lesko for Personalized Medicine
http://vivo.ufl.edu/individual/n5307941600,0363-6135,American Journal of Physiology: Heart and Circulatory Physiology,Role of Mitochondrial Dysfunction and Altered Autophagy in Cardiovascular Aging and Disease: From Mechanisms To Therapeutics
http://vivo.ufl.edu/individual/n1289074938,0734-2101,Journal of Vacuum Science and Technology a,Electron-Stimulated Surface Chemical Reactions On Phosphors
http://vivo.ufl.edu/individual/n8933820542,0272-3646,Physical Geography,Changing Fluvial Systems Introduction
http://vivo.ufl.edu/individual/n1444548438,0278-0380,Auditing-a Journal of Practice and Theory,Turnaround Initiatives and Auditors' Going-Concern Judgment: Memory for Audit Evidence
http://vivo.ufl.edu/individual/n225684,1543-8627,Research in Sports Medicine,The Effect of Three Unique Task Types on Biomechanical Measures
http://vivo.ufl.edu/individual/n94632,0276-3869,Medical Reference Services Quarterly,Using NLM exhibits and events to engage library users and reach the community
http://vivo.ufl.edu/individual/n7617902423,0026-0495,"Metabolism, clinical and experimental",Induction of Apolipoprotein A-I Gene Expression By Glucagon-Like Peptide-1 and Exendin-4 in Hepatocytes But Not Intestinal Cells
http://vivo.ufl.edu/individual/n3291480126,0862-7940,Applications of Mathematics,Some Mean Convergence and Complete Convergence Theorems for Sequences of M-Linearly Negative Quadrant Dependent Random Variables
http://vivo.ufl.edu/individual/n7007635563,0092-2102,Interfaces,A Specialty Steel Bar Company Uses Analytics To Determine Available-To-Promise Dates
http://vivo.ufl.edu/individual/n7262090395,0011-183X,Crop Science,Cytological and Molecular Characterization of Genetic Diversity in Stenotaphrum
http://vivo.ufl.edu/individual/n340478404,0363-6143,American Journal of Physiology: Cell Physiology,Skeletal Muscle Interleukin-6 Regulation in Hyperthermia
http://vivo.ufl.edu/individual/n5500666147,0937-9827,International Journal of Legal Medicine,Inaccuracy of Age Assessment From Images of Postpubescent Subjects in Cases of Alleged Child Pornography
http://vivo.ufl.edu/individual/n4943489411,0272-4634,Journal of Vertebrate Paleontology,"First Central American Record of Anthracotheriidae (Mammalia, Bothriodontinae) From the Early Miocene of Panama"
http://vivo.ufl.edu/individual/n2608191576,0957-1787,Utilities Policy,Special Issue Water Utility Regulation in Developed Countries Introduction
http://vivo.ufl.edu/individual/n4309971323,1463-5216,Veterinary Ophthalmology,Characterization of Ocular Gland Morphology and Tear Composition of Pinnipeds
http://vivo.ufl.edu/individual/n7585009320,0022-0493,Journal of Economic Entomology,Predicting Habitat Suitability of Coptotermes Gestroi (Isoptera: Rhinotermitidae) With Species Distribution Models
http://vivo.ufl.edu/individual/n5439460773,1086-8089,Journal of the Society of Laparoendoscopic Surgeons,Use of Collapsible Box Trainer as a Module for Resident Education
http://vivo.ufl.edu/individual/n3563356848,0009-2509,Chemical Engineering Science,"The Kinematics of Non-Cohesive, Sphero-Cylindrical Particles in a Low-Speed, Vertical Axis Mixer"
http://vivo.ufl.edu/individual/n4333801259,0272-3646,Physical Geography,"Historical Changes of a Major Juncture: Lower Old River, Louisiana"
http://vivo.ufl.edu/individual/n6038598504,1464-6722,Molecular Plant Pathology,A Nonribosomal Peptide Synthetase Mediates Siderophore Production and Virulence in the Citrus Fungal Pathogen Alternaria Alternata
http://vivo.ufl.edu/individual/n495571190,0002-9610,The American journal of surgery,Predicting Resource Utilization of Elderly Burn Patients in the Baby Boomer Era
http://vivo.ufl.edu/individual/n4088635923,0161-5505,The Journal of nuclear medicine JNM,Semiquantitative Mibg Scoring as a Prognostic Indicator in Patients With Stage 4 Neuroblastoma: a Report From the Children's Oncology Group
http://vivo.ufl.edu/individual/n3576003081,0022-0493,Journal of Economic Entomology,Biology and Efficacy of Aprostocetus (Eulophidae: Hymenoptera) as a Parasitoid of the Blueberry Gall Midge Complex: Dasineura Oxycoccana and Prodiplosis Vaccinii (Diptera: Cecidomyiidae)
http://vivo.ufl.edu/individual/n8121615313,1471-2164,BMC Genomics,A Novel in Silico Reverse-Transcriptomics-Based Identification and Blood-Based Validation of a Panel of Sub-Type Specific Biomarkers in Lung Cancer
http://vivo.ufl.edu/individual/n9066474001,1471-2180,Bmc Microbiology,Chlamydia Trachomatis Homotypic Inclusion Fusion Is Promoted By Host Microtubule Trafficking
http://vivo.ufl.edu/individual/n5617561397,0022-1481,Journal of Heat Transfer-Transactions of the Asme,Supersonic Two-Phase Impinging Jet Heat Transfer
http://vivo.ufl.edu/individual/n6006017995,0020-6539,The International dental journal,Year in Review: 2012 Will Change Your Endodontic Practice
http://vivo.ufl.edu/individual/n8799673408,0947-7047,Ionics,Electrochemical Performance of Surfactant-Processed Lifepo4 as a Cathode Material for Lithium-Ion Rechargeable Batteries
http://vivo.ufl.edu/individual/n237219674,0009-398X,Child Psychiatry and Human Development,Emerging Adults' Stress and Health: the Role of Parent Behaviors and Cognitions
http://vivo.ufl.edu/individual/n9397360440,0749-6419,International Journal of Plasticity,Crystal Plasticity Analysis of Cylindrical Indentation On a Ni-Base Single Crystal Superalloy
http://vivo.ufl.edu/individual/n7891276533,0958-0670,Experimental Physiology,Overexpression of Insulin-Like Growth Factor-1 Attenuates Skeletal Muscle Damage and Accelerates Muscle Regeneration and Functional Recovery After Disuse
http://vivo.ufl.edu/individual/n7804128685,0888-4080,Applied Cognitive Psychology,Eliciting Empathy for Adults in Chronic Pain Through Autobiographical Memory Sharing
http://vivo.ufl.edu/individual/n9171188957,0171-8630,Marine Ecology Progress Series,Trophic Consequences of Pelagic Life-Style in Yellow-Bellied Sea Snakes
http://vivo.ufl.edu/individual/n5875709380,1932-6203,PLoS One,A Coexisting Fungal-Bacterial Community Stabilizes Soil Decomposition Activity in a Microcosm Experiment
http://vivo.ufl.edu/individual/n5596011587,8750-7587,Journal of Applied Physiology,Copd Elicits Remodeling of the Diaphragm and Vastus Lateralis Muscles in Humans
http://vivo.ufl.edu/individual/n1028112514,0008-6223,Carbon,Noise Spectroscopy of Transport Properties in Carbon Nanotube Field-Effect Transistors
http://vivo.ufl.edu/individual/n6838898528,0892-6638,Faseb Journal,Iron Metabolism in a Rodent Model of Menkes Disease (Brindled Mice)
http://vivo.ufl.edu/individual/n3910336929,0175-7598,Applied Microbiology and Biotechnology,"The Lysr-Type Transcriptional Regulator (Lttr) Alsr Indirectly Regulates Expression of the Bacillus Subtilis Bdha Gene Encoding 2,3-Butanediol Dehydrogenase"
http://vivo.ufl.edu/individual/n1210910560,0045-6535,Chemosphere,Phosphate Removal Ability of Biochar/Mgal-Ldh Ultra-Fine Composites Prepared By Liquid-Phase Deposition
http://vivo.ufl.edu/individual/n8263527531,0002-8703,American Heart Journal,Percutaneous Recanalization of Chronic Total Occlusions: Wherein Lies the Body of Proof?
http://vivo.ufl.edu/individual/n5525445043,0022-3751,The journal of physiology,"Rebuttal From Scott K. Powers, Ashley J. Smuder, David Fuller and Sanford Levine"
http://vivo.ufl.edu/individual/n2695338758,0016-9013,The gerontologist,Quantitative Sensory Testing Findings in Middle-Aged and Older Adults With Knee Osteoarthritis
http://vivo.ufl.edu/individual/n4687921105,0022-3115,Journal of Nuclear Materials,Densification of Uranium Dioxide Fuel Pellets Prepared By Spark Plasma Sintering (Sps)
http://vivo.ufl.edu/individual/n6392001759,0892-6638,Faseb Journal,Methamphetamine and Amphetamine Influence Biophysical Properties of Dopamine Transporter in a Phosphorylation - Dependent Manner
http://vivo.ufl.edu/individual/n2980674515,0021-8561,Journal of Agricultural and Food Chemistry,Identification of Muscadine Wine Sulfur Volatiles: Pectinase Versus Skin-Contact Maceration
http://vivo.ufl.edu/individual/n8698856445,1526-5900,Journal of Pain,A Randomized Controlled Pilot Study of a Cognitive-Behavioral Therapy Approach for Painful Diabetic Peripheral Neuropathy
http://vivo.ufl.edu/individual/n7174967602,0340-2592,Urologe,Kaplan-Meier Analysis in Urological Practice
http://vivo.ufl.edu/individual/n3369767327,0004-3591,Arthritis and Rheumatism,Ultrasound Characteristics of Extensor Tendon Abnormalities and Peritendinous Fluid in Rheumatoid Arthritis
http://vivo.ufl.edu/individual/n484067539,0897-7151,Journal of Neurotrauma,Operation Brain Trauma Therapy Consortium: Dose-Response Evaluation of Cyclosporine a in the Wrair Penetrating Ballistic-Like Brain Injury (Pbbi) Model
http://vivo.ufl.edu/individual/n3480554014,0065-7727,Abstracts of Papers of the American Chemical Society,Biodegradation of Crude Oil in the Louisiana Salt Marshes Following the Bp Deepwater Horizon Oil Spill
http://vivo.ufl.edu/individual/n4110832915,0004-637X,Astrophysical Journal,Galaxy Clusters Around Radio-Loud Active Galactic Nuclei At 1.3 < Z < 3.2 as Seen By Spitzer
http://vivo.ufl.edu/individual/n8359786023,0266-5433,Planning Perspectives,"Cities, Nations, and Regions in Planning History: 15Th Iphs Conference, Sao Paulo, Brazil, 2012"
http://vivo.ufl.edu/individual/n8470363905,0210-5691,Medicina Intensiva,The Future of Intensive Care Medicine
http://vivo.ufl.edu/individual/n4441263359,1931-3918,Training and Education in Professional Psychology,Hidden Gems Among Clinical Psychology Training Programs
http://vivo.ufl.edu/individual/n9771402559,0006-3444,Biometrika,Benchmarking Small Area Estimators
http://vivo.ufl.edu/individual/n742018141,0065-7727,Abstracts of Papers of the American Chemical Society,"Low Temperature Specific Heat: Providing Insight Into Actinide Elements Pa, Pu, Am, and Many Actinide Compounds, E. G. Puga3, Npbe13, Npir2, and Pual2"
http://vivo.ufl.edu/individual/n7925294774,0531-5565,Experimental Gerontology,Dietary Restriction Supports Peripheral Nerve Health By Enhancing Endogenous Protein Quality Control Mechanisms
http://vivo.ufl.edu/individual/n2257061439,0065-7727,Abstracts of Papers of the American Chemical Society,Silent Agonists for Alpha7 Nicotinic Acetylcholine Receptor
http://vivo.ufl.edu/individual/n8826351192,0022-1767,Journal of Immunology,Nardilysin-Dependent Proteolysis of Cell-Associated Vtcn1: a Novel Pathway and Biomarker of Type 1 Diabetes Development
http://vivo.ufl.edu/individual/n1294305122,1525-4135,Jaids-Journal of Acquired Immune Deficiency Syndromes,"Comparative Effectiveness of Fish Oil Versus Fenofibrate, Gemfibrozil, and Atorvastatin On Lowering Triglyceride Levels Among Hiv-Infected Patients in Routine Clinical Care"
http://vivo.ufl.edu/individual/n4077334126,0964-6906,Human Molecular Genetics,Progressive Impairment of Muscle Regeneration in Muscleblind-Like 3 Isoform Knockout Mice
http://vivo.ufl.edu/individual/n7978837539,0165-1889,Journal of Economic Dynamics and Control,The Spillover Effects of Biofuel Policy On Participation in the Conservation Reserve Program
http://vivo.ufl.edu/individual/n5207463540,0021-9258,Journal of Biological Chemistry,Do Beta-Cells Generate Peroxynitrite in Response To Cytokine Treatment?
http://vivo.ufl.edu/individual/n9967115640,1932-6203,PLoS One,Activation of Phospholipase C Mimics the Phase Shifting Effects of Light On Melatonin Rhythms in Retinal Photoreceptors
http://vivo.ufl.edu/individual/n544971375,0960-7412,The Plant journal,Whole-Exome Targeted Sequencing of the Uncharacterized Pine Genome
http://vivo.ufl.edu/individual/n7397471859,0733-950X,Journal of Waterway Port Coastal and Ocean Engineering-Asce,"Boat-Wake Statistics At Jensen Beach, Florida"
http://vivo.ufl.edu/individual/n5119895934,0194-911X,Hypertension,Nucleus of the Solitary Tract (Pro)Renin Receptor-Mediated Antihypertensive Effect Involves Nuclear Factor-Kappa B-Cytokine Signaling in the Spontaneously Hypertensive Rat
http://vivo.ufl.edu/individual/n6900555509,0031-5850,Persoonia,The Family Structure of the Mucorales: a Synoptic Revision Based On Comprehensive Multigene-Genealogies
http://vivo.ufl.edu/individual/n1556017803,0933-3657,Artificial Intelligence in Medicine,A Knowledge-Based Clinical Toxicology Consultant for Diagnosing Multiple Exposures
http://vivo.ufl.edu/individual/n2686851899,0021-8790,Journal of Animal Ecology,A Cat's Tale: the Impact of Genetic Restoration On Florida Panther Population Dynamics and Persistence
http://vivo.ufl.edu/individual/n8730531448,0114-5916,Drug Safety,A Comparison of the Empirical Performance of Methods for a Risk Identification System
http://vivo.ufl.edu/individual/n2719188448,1932-6203,PLoS One,Genome-Wide Identification of Chromatin Transitional Regions Reveals Diverse Mechanisms Defining the Boundary of Facultative Heterochromatin
