uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n736044540,1932-6203,PLoS One,Microstructure Abnormalities in Adolescents With Internet Addiction Disorder
http://vivo.ufl.edu/individual/n9151821326,0002-9262,American Journal of Epidemiology,Association of Cesarean Section Delivery Among Pregnant Women With Diabetes.
http://vivo.ufl.edu/individual/n7778731430,1064-3389,Critical Reviews in Environmental Science and Technology,Mineral Distribution and Weathering in the Greater Everglades: Implications for Restoration
http://vivo.ufl.edu/individual/n3962492142,0148-5717,Sexually Transmitted Diseases,Quality of Care for Pelvic Inflammatory Disease: Room for Improvement
http://vivo.ufl.edu/individual/n2024813241,0014-4819,Experimental Brain Research,Stroop Matching Task: Role of Feature Selection and Temporal Modulation
http://vivo.ufl.edu/individual/n2494055081,0377-2217,European Journal of Operational Research,Pareto-Improving Congestion Pricing On Multimodal Transportation Networks
http://vivo.ufl.edu/individual/n7671219983,1382-6905,Journal of Combinatorial Optimization,Robust Multi-Sensor Scheduling for Multi-Site Surveillance
http://vivo.ufl.edu/individual/n4509428742,1144-0546,New Journal of Chemistry,Anisotropic Magnetism in Prussian Blue Analogue Films
http://vivo.ufl.edu/individual/n1691386776,1057-0802,The journal of maternal-fetal medicine,"Micronutrients and Women of Reproductive Potential: Required Dietary Intake and Consequences of Dietary Deficienty Or Excess. Part II - Vitamin D, Vitamin A, Iron, Zinc, Iodine, Essential Fatty Acids"
http://vivo.ufl.edu/individual/n3812654302,1067-1927,Wound Repair and Regeneration,Time Course of Lesion Development in the Hairless Guinea-Pig Model of Sulfur Mustard-Induced Dermal Injury
http://vivo.ufl.edu/individual/n6958246599,1522-2055,North American Journal of Aquaculture,Preliminary Tests of Responses of New Zealand Mudsnails Potamopyrgus Antipodarum To Copper-Based Substrates
http://vivo.ufl.edu/individual/n5874267428,0003-2697,Analytical Biochemistry,Membrane Inlet for Mass Spectrometric Measurement of Catalysis By Enzymatic Decarboxylases
http://vivo.ufl.edu/individual/n447444711,0176-1617,Journal of Plant Physiology,Identification of a Sugar Beet Bvm14-Mads Box Gene Through Differential Gene Expression Analysis of Monosomic Addition Line M14
http://vivo.ufl.edu/individual/n9793880347,0168-583X,Nuclear Instruments and Methods in Physics Research Section B-Beam Interactions With Materials and Atoms,Self-Implantation Energy and Dose Effects On Ge Solid-Phase Epitaxial Growth
http://vivo.ufl.edu/individual/n7307951431,0007-1315,British Journal of Sociology,Paths To Citizenship? Public Views On the Extension of Rights To Legal and Second-Generation Immigrants in Europe
http://vivo.ufl.edu/individual/n2921612275,1083-8791,Biology of Blood and Marrow Transplantation,Galactomannan Testing in Bronchoalveolar Lavage Fluid Facilitates the Diagnosis of Invasive Pulmonary Aspergillosis in Patients With Hematologic Malignancies and Stem Cell Transplant Recipients
http://vivo.ufl.edu/individual/n3416934340,1035-1841,Ceramics-Art and Perception,A Year in the Life
http://vivo.ufl.edu/individual/n6403416415,0093-691X,Theriogenology,Evaluation of Two Progestogen-Based Estrous Synchronization Protocols in Yearling Heifers of Bos Indicus X Bos Taurus Breeding
http://vivo.ufl.edu/individual/n8840422143,0209-9683,Combinatorica,Ramsey Theorems for Product of Finite Sets With Submeasures
http://vivo.ufl.edu/individual/n9846510473,0960-894X,Bioorganic & Medicinal Chemistry Letters,"Design, Synthesis, and Biological Activity of a Novel Series of 2,5-Disubstituted Furans/Pyrroles as Hiv-1 Fusion Inhibitors Targeting Gp41"
http://vivo.ufl.edu/individual/n5883397133,1050-7256,Thyroid,"Parvovirus B19 Infection in Hashimoto's Thyroiditis, Papillary Thyroid Carcinoma, and Anaplastic Thyroid Carcinoma"
http://vivo.ufl.edu/individual/n1545537296,0018-5345,Hortscience,Historical Trends in Strawberry Fruit Quality Revealed By a Trial of University of Florida Cultivars and Advanced Selections
http://vivo.ufl.edu/individual/n4576167731,0037-6779,Slavic Review,"Origin, Ideology and Transformation of Political Parties: East-Central and Western Europe Compared"
http://vivo.ufl.edu/individual/n7086179933,0740-9303,Ophthalmic Plastic and Reconstructive Surgery,Propranolol for the Treatment of Orbital Infantile Hemangiomas
http://vivo.ufl.edu/individual/n4457318492,0013-936X,Environmental Science and Technology,"Mercury Distribution Across 14 Us Forests. Part I: Spatial Patterns of Concentrations in Biomass, Litter, and Soils"
http://vivo.ufl.edu/individual/n3413908370,1875-6883,International Journal of Computational Intelligence Systems,Design of Dds Based On Hybird-Cordic Architecture
http://vivo.ufl.edu/individual/n4602748681,1050-6926,Journal of Geometric Analysis,A Local Parabolic Monotonicity Formula On Riemannian Manifolds
http://vivo.ufl.edu/individual/n2343818891,0032-0889,Plant Physiology,Silencing of Soybean Seed Storage Proteins Results in a Rebalanced Protein Composition Preserving Seed Protein Content Without Major Collateral Changes in the Metabolome and Transcriptome
http://vivo.ufl.edu/individual/n5694634583,0167-6857,Plant Cell Tissue and Organ Culture,Factors Influencing Induction and Maintenance of Vitis Rotundifolia Michx. Embryogenic Cultures
http://vivo.ufl.edu/individual/n7482456273,0022-2011,Journal of Invertebrate Pathology,High-Throughput Insertion Mutagenesis and Functional Screening in the Entomopathogenic Fungus Beauveria Bassiana
http://vivo.ufl.edu/individual/n9577890276,1550-7998,Physical Review D,Guide To Transverse Projections and Mass-Constraining Variables
http://vivo.ufl.edu/individual/n1229073593,1079-2104,"Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology & Endodontics",A Comparison of Two Gutta-Percha Obturation Techniques To Replicate Canal Irregularities in a Split-Tooth Model
http://vivo.ufl.edu/individual/n4582877143,0301-0511,Biological Psychology,Behavioural Modulation of Reflex Cough
http://vivo.ufl.edu/individual/n342445447,1942-597X,AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,Temporal evolution of biomedical research grant collaborations across multiple scales--a CTSA baseline study.
http://vivo.ufl.edu/individual/n354257924,0749-6419,International Journal of Plasticity,Determination of Constitutive Response of Plastically Graded Materials
http://vivo.ufl.edu/individual/n6228100749,0022-2801,Journal of Modern History,The Last Witch of Langenburg: Murder in a German Village.
http://vivo.ufl.edu/individual/n9771397773,0039-7881,Synthesis-Stuttgart,Novel Fluorescent Aminoxy Acids and Aminoxy Hybrid Peptides
http://vivo.ufl.edu/individual/n4412967262,0021-8995,Journal of Applied Polymer Science,Timolol-Imprinted Soft Contact Lenses: Influence of the Template: Functional Monomer Ratio and the Hydrogel Thickness
http://vivo.ufl.edu/individual/n214150530,0021-9258,Journal of Biological Chemistry,Lysine 624 of the Amyloid Precursor Protein (App) Is a Critical Determinant of Amyloid Beta Peptide Length Support for a Sequential Model of Gamma-Secretase Intramembrane Proteolysis and Regulation By the Amyloid Beta Precursor Protein (App) Juxtamembrane Region
http://vivo.ufl.edu/individual/n7686713520,0098-8472,Environmental and Experimental Botany,Chilling Relieves Corm Dormancy in Calopogon Tuberosus (Orchidaceae) From Geographically Distant Populations
http://vivo.ufl.edu/individual/n1185649131,1932-6203,PLoS One,Response of Estrogen Receptor-Positive Breast Cancer Tumorspheres To Antiestrogen Treatments
http://vivo.ufl.edu/individual/n7379922632,1063-6692,Ieee-Acm Transactions On Networking,Achieving Mac-Layer Fairness in Csma/Ca Networks
http://vivo.ufl.edu/individual/n5677812135,1058-5893,International Journal of Plant Sciences,Fruits of Icacinaceae From the Eocene of Southeastern North America and Their Biogeographic Implications
http://vivo.ufl.edu/individual/n9309367955,0022-1694,Journal of Hydrology,Pore-Structure Models of Hydraulic Conductivity for Permeable Pavement
http://vivo.ufl.edu/individual/n5586129559,1054-5476,In Vitro Cellular and Developmental Biology-Plant,Grapevines Engineered To Express Cisgenic Vitis Vinifera Thaumatin-Like Protein Exhibit Fungal Disease Resistance
http://vivo.ufl.edu/individual/n8833948020,0018-5345,Hortscience,Irrigation Frequency and Amount Effect On Root Extension During Sod Establishment of Warm-Season Grasses
http://vivo.ufl.edu/individual/n1841237898,1478-6354,Arthritis Research & Therapy,Atypical Clinical Presentation of a Subset of Patients With Anti-Rna Polymerase III - Non-Scleroderma Cases Associated With Dominant Rna Polymerase I Reactivity and Nucleolar Staining
http://vivo.ufl.edu/individual/n8705335348,0009-9236,Clinical Pharmacology & Therapeutics,Cardiovascular Pharmacogenomics of Adrenergic Receptor Signaling: Clinical Implications and Future Directions
http://vivo.ufl.edu/individual/n4617726932,0276-7333,Organometallics,Chemical Exchange Saturation Transfer (Cest) as a Tool To Measure Ligand Flexibility of Chelating Chiral Di-N-Heterocyclic Carbene Complexes
http://vivo.ufl.edu/individual/n5998191901,0039-2499,Stroke,An Economic Analysis of Robot-Assisted Therapy for Long-Term Upper-Limb Impairment After Stroke
http://vivo.ufl.edu/individual/n6343588281,1932-6203,PLoS One,Whole-Community Facilitation Regulates Biodiversity On Patagonian Rocky Shores
http://vivo.ufl.edu/individual/n9728085031,0305-4403,Journal of Archaeological Science,Using Hearths for Temper: Petrographic Analysis of Middle Woodland Charcoal-Tempered Pottery in Northeast Florida
http://vivo.ufl.edu/individual/n8379708038,1866-1947,Journal of Neurodevelopmental Disorders,Angelman Syndrome: Advancing the Research Frontier of Neurodevelopmental Disorders
http://vivo.ufl.edu/individual/n8998173499,1015-1621,Aquatic Sciences,Impacts of Cyclic Hypoxia On Reproductive and Gene Expression Patterns in the Grass Shrimp: Field Versus Laboratory Comparison
http://vivo.ufl.edu/individual/n4174191436,0002-9165,The American Journal of Clinical Nutrition,Variety and Hyperpalatability: Are They Promoting Addictive Overeating?
http://vivo.ufl.edu/individual/n2503728587,1050-8422,Ethics and Behavior,Continuing Education in Professional Psychology: Do Ethics Mandates Matter?
http://vivo.ufl.edu/individual/n735786192,0022-5142,Journal of the Science of Food and Agriculture,"Effect of Jam Processing and Storage On Total Phenolics, Antioxidant Activity, and Anthocyanins of Different Fruits"
http://vivo.ufl.edu/individual/n6706364173,0022-3530,Journal of Petrology,Mineralogy and Composition of the Oceanic Mantle
http://vivo.ufl.edu/individual/n6801268860,0191-2917,Plant Disease,Toward Fungicidal Management of Laurel Wilt of Avocado
http://vivo.ufl.edu/individual/n6005614212,0013-8746,Annals of the Entomological Society of America,Two Possible Caterpillar Mimicry Complexes in Neotropical Danaine Butterflies (Lepidoptera: Nymphalidae)
http://vivo.ufl.edu/individual/n2715123266,0018-5345,Hortscience,Nitrogen and Light Affect Water Use and Water Use Efficiency of Zoysiagrass Genotypes Differing in Canopy Structure
http://vivo.ufl.edu/individual/n222278770,0148-396X,Neurosurgery,Incidence of Seizures Or Epilepsy After Clipping Or Coiling of Ruptured and Unruptured Cerebral Aneurysms in the Nationwide Inpatient Sample Database: 2002-2007
http://vivo.ufl.edu/individual/n9842403653,1526-5900,Journal of Pain,Pain Sensitivity Risk Factors for Chronic Tmd: Descriptive Data and Empirically Identified Domains From the Oppera Case Control Study
http://vivo.ufl.edu/individual/n2632504310,0004-8038,The Auk,Fifty-Second Supplement To the American Ornithologists' Union Check-List of North American Birds
http://vivo.ufl.edu/individual/n8439088554,1367-5435,Journal of Industrial Microbiology & Biotechnology,Physiological and Fermentation Properties of Bacillus Coagulans and a Mutant Lacking Fermentative Lactate Dehydrogenase Activity
http://vivo.ufl.edu/individual/n6024721192,1044-0046,Journal of Sustainable Agriculture,"Soil Chemical, Physical, and Biological Properties of a Sandy Soil Subjected To Long-Term Organic Amendments"
http://vivo.ufl.edu/individual/n9083654023,0013-8746,Annals of the Entomological Society of America,"Distributions of Competing Container Mosquitoes Depend On Detritus Types, Nutrient Ratios, and Food Availability"
http://vivo.ufl.edu/individual/n1397471954,1353-8020,Parkinsonism & related disorders,Generic Versus Branded Pharmacotherapy in Parkinson's Disease: Does It Matter? a Review
http://vivo.ufl.edu/individual/n1136187803,0272-9490,The American Journal of Occupational Therapy,Effects of a Father-Based In-Home Intervention On Perceived Stress and Family Dynamics in Parents of Children With Autism
http://vivo.ufl.edu/individual/n4034330615,0315-162X,The Journal of Rheumatology,Unusually High Prevalence of Anti-Mi-2 Autoantibodies Associated With High Levels of Muscle Enzymes in Mexican Patients With Dermatomyositis
http://vivo.ufl.edu/individual/n4152778921,0091-6331,Exercise and Sport Sciences Reviews,Aging and Variability of Voluntary Contractions
http://vivo.ufl.edu/individual/n5117206815,1550-7998,Physical Review D,Nonlocal Metric Formulations of Modified Newtonian Dynamics With Sufficient Lensing
http://vivo.ufl.edu/individual/n8970624593,1063-0198,HortTechnology,A Method for Assessing Drift Potential of a Citrus Herbicide Applicator
http://vivo.ufl.edu/individual/n671817932,0278-2391,Journal of Oral and Maxillofacial Surgery,Predoctoral Dental Education and the Future of Oral and Maxillofacial Surgery
http://vivo.ufl.edu/individual/n6577007532,0146-4760,Journal of Analytic Toxicology,"Ethyl Glucuronide, Ethyl Sulfate, and Ethanol in Urine After Intensive Exposure To High Ethanol Content Mouthwash"
http://vivo.ufl.edu/individual/n9216825906,0002-9483,American Journal of Physical Anthropology,Perceptions of Black Americans Toward Medical Research and Racial Health Disparities: a Focus Group Approach
http://vivo.ufl.edu/individual/n2863304067,0962-8827,Clinical Dysmorphology,Facial Dysmorphism and Digit Anomalies in Three Siblings With Severe Developmental Delay
http://vivo.ufl.edu/individual/n4562919707,0169-4332,Applied Surface Science,Investigation of Chemical Mechanical Polishing of Zinc Oxide Thin Films
http://vivo.ufl.edu/individual/n5941339981,0016-5107,Gastrointestinal Endoscopy,Prospective Evaluation of the Clinical Utility of Ercp-Guided Cholangiopancreatoscopy With a New Direct Visualization System
http://vivo.ufl.edu/individual/n979805871,0020-7608,International Journal of Quantum Chemistry,Opal: a Multiscale Multicenter Simulation Package Based On Mpi-2 Protocol
http://vivo.ufl.edu/individual/n8588717944,0018-9200,IEEE Journal of Solid-State Circuits,A 280-Ghz Schottky Diode Detector in 130-Nm Digital Cmos
http://vivo.ufl.edu/individual/n4415962536,1471-2407,BMC Cancer,Mechanisms of Confluence-Dependent Expression of Cd26 in Colon Cancer Cell Lines
http://vivo.ufl.edu/individual/n2146453571,1933-7191,Reproductive Sciences,Gene Expression in the Hypothalamus of Ovine Fetuses Treated With Estradiol-3-Sulfate in Late Gestation
http://vivo.ufl.edu/individual/n2024736726,1041-0236,Health Communication,Covering Women's Greatest Health Fear: Breast Cancer Information in Consumer Magazines
http://vivo.ufl.edu/individual/n7797121644,0008-5472,Cancer Research,"Mathematical Modeling Predicts Synergistic Antitumor Effects of Combining a Macrophage-Based, Hypoxia-Targeted Gene Therapy With Chemotherapy"
http://vivo.ufl.edu/individual/n8757864298,0022-541X,Journal of Wildlife Management,Occupancy and Abundance of Wintering Birds in a Dynamic Agricultural Landscape
http://vivo.ufl.edu/individual/n6208369130,0921-2728,Journal of Paleolimnology,"Middle To Late Holocene Initiation of the Annual Flood Pulse in Tonle Sap Lake, Cambodia"
http://vivo.ufl.edu/individual/n8761324295,0269-2155,Clinical Rehabilitation,Long-Term Rehabilitation for Chronic Stroke Arm Movements: a Randomized Controlled Trial
http://vivo.ufl.edu/individual/n8401587357,0014-2980,European Journal of Immunology,Altered Mir-146a Expression in Sjogren's Syndrome and Its Functional Role in Innate Immunity
http://vivo.ufl.edu/individual/n9140949435,1047-7047,Information Systems Research,The Impact of Automation of Systems On Medical Errors: Evidence From Field Research
http://vivo.ufl.edu/individual/n1108913809,0031-949X,Phytopathology,"Activity of Citrus Canker Lesions On Leaves, Shoots and Fruit of Grapefruit in a Florida Orchard From June 2010 To January 2011"
http://vivo.ufl.edu/individual/n6175146884,0001-5385,Acta Cardiologica,Amiodarone Causing a Glowing Liver in a Patient With Atrial Fibrillation
http://vivo.ufl.edu/individual/n7408856734,0935-9648,Advanced Materials,Preparation of Hierarchical Mesocrystalline Dl-Lysine Center Dot Hcl-Poly(Acrylic Acid) Hybrid Thin Films
http://vivo.ufl.edu/individual/n6002606745,1546-1440,Journal of the American College of Radiology,Acr Appropriateness Criteria (R) Chronic Chest Pain-High Probability of Coronary Artery Disease
http://vivo.ufl.edu/individual/n6995870370,0179-1958,International Journal of Colorectal Disease,Lower Albumin Levels in African Americans At Colon Cancer Diagnosis: a Potential Explanation for Outcome Disparities Between Groups?
http://vivo.ufl.edu/individual/n5808267466,1722-6996,Agro Food Industry Hi-Tech,Meeting the Vitamin D Requirements of the Elderly
http://vivo.ufl.edu/individual/n5391805497,1931-857X,American Journal of Physiology-Renal Physiology,Glut1 Enhances Mtor Activity Independently of Tsc2 and Ampk
http://vivo.ufl.edu/individual/n8875675943,0048-5772,Psychophysiology,Anticipatory Anxiety and Emotional Memory
http://vivo.ufl.edu/individual/n5237328657,0955-7571,Cambridge Review of International Affairs,Travel for Ordinary Comforts
http://vivo.ufl.edu/individual/n2917608229,0732-183X,Journal of Clinical Oncology,Phase III Trial Assessing Bevacizumab in Stages II and III Carcinoma of the Colon: Results of Nsabp Protocol C-08
http://vivo.ufl.edu/individual/n6010878073,1936-0851,ACS Nano,Aptamer-Modified Nanodrug Delivery Systems
http://vivo.ufl.edu/individual/n1117340241,1547-5816,Journal of Industrial and Management Optimization,Single-Machine Scheduling With Stepwise Tardiness Costs and Release Times
http://vivo.ufl.edu/individual/n8127519320,1071-1023,Journal of Vacuum Science and Technology B,Comparison of Passivation Layers for Algan/Gan High Electron Mobility Transistors
http://vivo.ufl.edu/individual/n4532955650,0031-949X,Phytopathology,Duplex Qpcr Assay To Detect and Quantify Pathogenic Guignardia Citricarpa and Non-Pathogenic G. Mangiferae in Plant Samples
http://vivo.ufl.edu/individual/n512012589,0883-6612,Annals of Behavioral Medicine,Image as a Model for Brief Multiple Behavior Prevention Intervention
http://vivo.ufl.edu/individual/n8815164547,0022-538X,Journal of Virology,Structural Studies of Adeno-Associated Virus Serotype 8 Capsid Transitions Associated With Endosomal Trafficking
http://vivo.ufl.edu/individual/n1280451223,1530-891X,Endocrine Practice,"Focus On Type 2 Diabetes Comorbidities: Using Incretin-Based Therapies in Patients With Renal, Cardiovascular, and Hepatic Insufficiencies Introduction"
http://vivo.ufl.edu/individual/n8170132615,0003-1348,The American surgeon,Sudden False Oxygen Desaturation and Factitious Methemoglobinemia After Subcutaneous Injection of Isosulfan Blue (Lymphazurin)
http://vivo.ufl.edu/individual/n78199389,1465-6566,Expert Opinion on Pharmacotherapy,Sodium Oxybate for the Treatment of Fibromyalgia
http://vivo.ufl.edu/individual/n9658106961,0046-225X,Environmental Entomology,Field Observations of Oviposition By a Specialist Herbivore On Plant Parts and Plant Species Unsuitable as Larval Food
http://vivo.ufl.edu/individual/n70829619,0272-6386,American Journal of Kidney Diseases,Hyponatremia After Head Injury: a Complex Cerebro-Renal Connection Beyond Siadh
http://vivo.ufl.edu/individual/n1155417026,1550-7998,Physical Review D,Open String Regge Trajectory and Its Field Theory Limit
http://vivo.ufl.edu/individual/n1024625182,1133-0686,Test,Bayesian Benchmarking With Applications To Small Area Estimation
http://vivo.ufl.edu/individual/n6538109065,0006-4971,Blood,The Genome of Self-Complementary Adeno-Associated Viral Vectors Increases Toll-Like Receptor 9-Dependent Innate Immune Responses in the Liver
http://vivo.ufl.edu/individual/n7736367093,0145-2126,Leukemia Research,"Diagnostic Testing, Treatment, Cost of Care, and Survival Among Registered and Non-Registered Patients With Myelodysplastic Syndromes"
http://vivo.ufl.edu/individual/n4403124792,1742-206X,Molecular bioSystems,"Lyngbyoic Acid, a ""Tagged"" Fatty Acid From a Marine Cyanobacterium, Disrupts Quorum Sensing in Pseudomonas Aeruginosa"
http://vivo.ufl.edu/individual/n3343999406,0736-5748,International Journal of Developmental Neuroscience,Development of Repetitive Behavior in a Mouse Model: Roles of Indirect and Striosomal Basal Ganglia Pathways
http://vivo.ufl.edu/individual/n9075167349,0272-9490,The American Journal of Occupational Therapy,Simulated Driving Performance of Combat Veterans With Mild Tramatic Brain Injury and Posttraumatic Stress Disorder: a Pilot Study
http://vivo.ufl.edu/individual/n85231938,0149-5992,Diabetes Care,Reduced Prevalence of Diabetic Ketoacidosis At Diagnosis of Type 1 Diabetes in Young Children Participating in Longitudinal Follow-Up
http://vivo.ufl.edu/individual/n628152896,0003-1488,Journal of the American Veterinary Medical Association,Intra- and Interobserver Variability of Board-Certified Veterinary Radiologists and Veterinary General Practitioners for Pulmonary Nodule Detection in Standard and Inverted Display Mode Images of Digital Thoracic Radiographs of Dogs
http://vivo.ufl.edu/individual/n7546210834,1549-1277,Plos Medicine,"Effectiveness of the Standard Who Recommended Retreatment Regimen (Category Ii) for Tuberculosis in Kampala, Uganda: a Prospective Cohort Study"
http://vivo.ufl.edu/individual/n5811730268,0022-1546,Journal of Higher Education,Career Stage Differences in Pre-Tenure Track Faculty Perceptions of Professional and Personal Relationships With Colleagues
http://vivo.ufl.edu/individual/n9091283123,1944-8244,ACS Applied Materials and Interfaces,Material Strategies for Black-To-Transmissive Window-Type Polymer Electrochromic Devices
http://vivo.ufl.edu/individual/n4303106617,1389-9155,Reviews in endocrine and metabolic disorders,Update On Hormonal Contraception and Bone Density
http://vivo.ufl.edu/individual/n2880784693,0268-4705,Current Opinion in Cardiology,Unravelling the Benefit Against the Risk of Long-Term Dual Antiplatelet Therapy
http://vivo.ufl.edu/individual/n8184172363,1536-125X,IEEE Transactions On Nanotechnology,On the Reliability of Computational Structures Using Majority Logic
http://vivo.ufl.edu/individual/n922549360,0030-6665,Otolaryngologic clinics of North America,White Lesions
http://vivo.ufl.edu/individual/n7814299773,0742-4477,Agribusiness,Consumer Preference for Mandarins: Implications of a Sensory Analysis
http://vivo.ufl.edu/individual/n766603113,0277-3732,American Journal of Clinical Oncology,Evaluation of Kv Cone-Beam Ct Performance for Prostate Igrt a Comparison of Automatic Grey-Value Alignment To Implanted Fiducial-Marker Alignment
http://vivo.ufl.edu/individual/n6407438193,0931-041X,Pediatric Nephrology,"Minimal Change Disease: a ""Two-Hit"" Podocyte Immune Disorder?"
http://vivo.ufl.edu/individual/n6902380932,0019-1035,Icarus,Impact of Atmospheric Gravity Waves On the Jovian Ionosphere
http://vivo.ufl.edu/individual/n1113122800,0043-1354,Water Research,Impact of Dissolved Organic Matter On Colloid Transport in the Vadose Zone: Deterministic Approximation of Transport Deposition Coefficients From Polymeric Coating Characteristics
http://vivo.ufl.edu/individual/n147393117,0924-2716,Isprs Journal of Photogrammetry and Remote Sensing,In Situ Estimation of Water Quality Parameters in Freshwater Aquaculture Ponds Using Hyperspectral Imaging System
http://vivo.ufl.edu/individual/n8503402441,0931-2048,Journal of Applied Entomology,Evaluation and Implications of Andean Potato Weevil Infestation Sources for Its Management in the Andean Region
http://vivo.ufl.edu/individual/n1554957542,0278-2626,Brain and Cognition,Increased Spreading Activation in Depression
http://vivo.ufl.edu/individual/n5445775224,0002-9262,American Journal of Epidemiology,Severity of Disability May Lead To Increased Risk of Cognitive Decline
http://vivo.ufl.edu/individual/n6973084893,0012-365X,Discrete Mathematics,On Convex Permutations
http://vivo.ufl.edu/individual/n4141483568,0737-4038,Molecular Biology and Evolution,"Next Generation Sequencing Reveals Genome Downsizing in Allotetraploid Nicotiana Tabacum, Predominantly Through the Elimination of Paternally Derived Repetitive Dnas"
http://vivo.ufl.edu/individual/n9074611572,0031-949X,Phytopathology,Identification of Genes Involved in Biofilm Formation Using An Ez-Tn5 Mutant Library of Xanthomonas Citri Ssp Citri Strain 306
http://vivo.ufl.edu/individual/n9343756098,1380-6165,Aquatic Geochemistry,"Biogeochemical Stratification and Carbonate Dissolution-Precipitation in Hypersaline Microbial Mats (Salt Pond, San Salvador, the Bahamas)"
http://vivo.ufl.edu/individual/n2449774806,1096-6218,Journal of Palliative Medicine,Posthumous Reproduction and Palliative Care
http://vivo.ufl.edu/individual/n7842041730,0003-066X,American Psychologist,The Institution of the Institutional Practice of Psychology: Health Care Reform and Psychology'S Future Workforce
http://vivo.ufl.edu/individual/n4102560411,1064-7481,The American Journal of Geriatric Psychiatry,Association Between Fluctuations in the Number of Stressors and Depressive Symptoms: a Microlongitudinal Study of Community-Dwelling Adults
http://vivo.ufl.edu/individual/n8627733911,1078-1439,Urologic Oncology-Seminars and Original Investigations,Advanced Topics in Evidence-Based Urologic Oncology: Economic Analysis
http://vivo.ufl.edu/individual/n63266489,0004-637X,Astrophysical Journal,Fundamental Performance of a Dispersed Fixed Delay Interferometer in Searching for Planets Around M Dwarfs
http://vivo.ufl.edu/individual/n9896165491,1472-698X,Bmc International Health and Human Rights,`the Girl With Her Period Is the One To Hang Her Head' Reflections On Menstrual Management Among Schoolgirls in Rural Kenya
http://vivo.ufl.edu/individual/n3598154954,0022-5223,The journal of thoracic and cardiovascular surgery,Gene Expression Changes in the Human Diaphragm After Cardiothoracic Surgery
http://vivo.ufl.edu/individual/n3598154954,0022-5223,Journal of Thoracic and Cardiovascular Surgery,Gene Expression Changes in the Human Diaphragm After Cardiothoracic Surgery
http://vivo.ufl.edu/individual/n7153321913,0048-721X,Religion,Religion and Commodification: `Merchandizing' Diasporic Hinduism
http://vivo.ufl.edu/individual/n1654564776,1093-9946,Frontiers in Bioscience,Parallel Evolution of Nitric Oxide Signaling: Diversity of Synthesis and Memory Pathways
http://vivo.ufl.edu/individual/n3237673218,1663-2818,Hormone Research in Paediatrics,Sex Hormone Priming for Growth Hormone Stimulation Testing in Pre- and Early Adolescent Children Is Evidence Based
http://vivo.ufl.edu/individual/n5159886447,0928-4249,Veterinary Research,"The Current Status and Future Directions of Myxoma Virus, a Master in Immune Evasion"
http://vivo.ufl.edu/individual/n5180108174,0003-2999,Anesthesia and Analgesia,Intravenous Sodium Bicarbonate Verifies Intravenous Position of Catheters in Ventilated Patients
http://vivo.ufl.edu/individual/n4391358434,1050-3307,Psychotherapy Research,Emergent Themes in the Writing of Perfectionists: a Qualitative Study
http://vivo.ufl.edu/individual/n7370052353,1932-6203,PLoS One,"Evolution, Insular Restriction, and Extinction of Oceanic Land Crabs, Exemplified By the Loss of An Endemic Geograpsus in the Hawaiian Islands"
http://vivo.ufl.edu/individual/n7394609117,1053-8119,NeuroImage,Smile and Laughter Induction and Intraoperative Predictors of Response To Deep Brain Stimulation for Obsessive-Compulsive Disorder
http://vivo.ufl.edu/individual/n6321757170,0026-7937,Modern Language Review,Literature and Dance in Nineteenth-Century Britain: Jane Austen To the New Woman
http://vivo.ufl.edu/individual/n3568592589,0194-911X,Hypertension,Dysfunctional Bone Marrow-Derived Endothelial Progenitor Cells (Epcs) in Rat Models of Neurogenic Hypertension
http://vivo.ufl.edu/individual/n4215467313,0897-7151,Journal of Neurotrauma,Bilateral Bulbospinal Projections To Pudendal Motoneuron Circuitry After Chronic Spinal Cord Hemisection Injury as Revealed By Transsynaptic Tracing With Pseudorabies Virus
http://vivo.ufl.edu/individual/n8476956153,1077-2626,IEEE Transactions on Visualization and Computer Graphics,Special Section On the IEEE Virtual Reality Conference (Vr)
http://vivo.ufl.edu/individual/n7943547710,0003-0937,American Scholar,The Moral Lives of Animals
http://vivo.ufl.edu/individual/n8612489799,1522-2055,North American Journal of Aquaculture,Performance of Larval Florida Pompano Fed Nauplii of the Calanoid Copepod Pseudodiaptomus Pelagicus
http://vivo.ufl.edu/individual/n5917129703,0009-2614,Chemical Physics Letters,Modeling Reaction Pathways of Low Energy Particle Deposition On Thiophene Via Ab Initio Calculations
http://vivo.ufl.edu/individual/n9229779259,1556-1623,Metacognition and Learning,Anchoring Effects On Prospective and Retrospective Metacomprehension Judgments as a Function of Peer Performance Information
http://vivo.ufl.edu/individual/n7620964646,1095-6433,Comparative Biochemistry and Physiology - Part A: Molecular & Integrative Physiology,Morphological and Biochemical Evidence for the Evolution of Salt Glands in Snakes
http://vivo.ufl.edu/individual/n5752734465,0019-1035,Icarus,"Impact of Two Dna Repair Pathways, Homologous Recombination and Non-Homologous End Joining, On Bacterial Spore Inactivation Under Simulated Martian Environmental Conditions"
http://vivo.ufl.edu/individual/n8699566084,1932-6203,PLoS One,Bacterial Delivery of Nuclear Proteins Into Pluripotent and Differentiated Cells
