uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n4689225493,0893-3952,Modern pathology,What Editors Want in An Abstract
http://vivo.ufl.edu/individual/n1574252399,1535-3893,Journal of Proteome Research,"Plasma Proteome Response To Severe Burn Injury Revealed By (18)O-Labeled ""Universal"" Reference-Based Quantitative Proteomics"
http://vivo.ufl.edu/individual/n4283470313,1478-6354,Arthritis Research & Therapy,High Prevalence of Autoantibodies To Rna Helicase a in Mexican Patients With Systemic Lupus Erythematosus
http://vivo.ufl.edu/individual/n9742588443,1530-6984,Nano letters,"High Current, Low Voltage Carbon Nanotube Enabled Vertical Organic Field Effect Transistors"
http://vivo.ufl.edu/individual/n5009873928,0021-8979,Journal of Applied Physics,Device Reliability Study of High Gate Electric Field Effects in Algan/Gan High Electron Mobility Transistors Using Low Frequency Noise Spectroscopy
http://vivo.ufl.edu/individual/n7327782413,0012-9658,Ecology,Social Behavior Drives the Dynamics of Respiratory Disease in Threatened Tortoises
http://vivo.ufl.edu/individual/n3591521858,0279-6015,School Psychology Review,Examination of the Cross-Battery Approach for the Cognitive Assessment of Children and Youth From Diverse Linguistic and Cultural Backgrounds
http://vivo.ufl.edu/individual/n9884035467,0160-9289,Clinical Cardiology,Long-Term Outcome of Patients Treated With Prophylactic Nesiritide for the Prevention of Acute Kidney Injury Following Cardiovascular Surgery
http://vivo.ufl.edu/individual/n1371448272,1382-4147,Heart Failure Reviews,Renin-angiotensin-aldosterone system (RAAS) pharmacogenomics: implications in heart failure management.
http://vivo.ufl.edu/individual/n1371448272,1382-4147,Heart Failure Reviews,Renin-angiotensin-aldosterone system (RAAS) pharmacogenomics: implications in heart failure management.
http://vivo.ufl.edu/individual/n8692599179,0020-7179,International Journal of Control,Asynchronous Sequential Machines With Adversarial Intervention: the Use of Bursts
http://vivo.ufl.edu/individual/n387999367,0095-2990,American Journal of Drug and Alcohol Abuse,Drinking Game Behaviors Among College Students: How Often and How Much?
http://vivo.ufl.edu/individual/n7960486299,0014-3820,Evolution,Peripatric Speciation Drives Diversification and Distributional Pattern of Reef Hermit Crabs (Decapoda: Diogenidae: Calcinus)
http://vivo.ufl.edu/individual/n71173458,0015-4040,Florida Entomologist,Trailers Transporting Oranges To Processing Plants Move Asian Citrus Psyllids
http://vivo.ufl.edu/individual/n8737859556,0042-4900,The Veterinary Record,Biochemical Constituents of Peritoneal Fluid in Cows
http://vivo.ufl.edu/individual/n9390125870,0160-9289,Clinical Cardiology,Comparison of Actigraphic and Subjective Measures of Sleep in Implantable Cardioverter Defibrillator and Coronary Artery Disease Patients
http://vivo.ufl.edu/individual/n5135341582,0950-382X,Molecular microbiology,The Changing Faces of Streptococcus Antigen I/II Polypeptide Family Adhesins
http://vivo.ufl.edu/individual/n148154805,0006-4971,Blood,Neonatal Megakaryocytes Do Not Mature Normally in the Absence of Thrombopoietin in Vivo: Potential Role of Developmental Differences in Cxcr4 Expression
http://vivo.ufl.edu/individual/n4099025620,0031-949X,Phytopathology,Efficacy of Acibenzolar-S-Methyl and Copper Fungicides for the Control of Angular Leaf Spot of Strawberry
http://vivo.ufl.edu/individual/n8784185604,0165-7836,Fisheries Research,"Capture Time, Size and Hooking Mortality of Bottom Longline-Caught Sharks"
http://vivo.ufl.edu/individual/n7412481021,0022-1910,Journal of Insect Physiology,"Allocation From Capital and Income Sources To Reproduction Shift From First To Second Clutch in the Flesh Fly, Sarcophaga Crassipalpis"
http://vivo.ufl.edu/individual/n3053787102,1383-4649,Journal of Seismology,Aysen Seismic Swarm (January 2007) in Southern Chile: Analysis Using Joint Hypocenter Determination
http://vivo.ufl.edu/individual/n886759202,0022-3565,The journal of pharmacology and experimental therapeutics,Activation and inhibition of mouse muscle and neuronal nicotinic acetylcholine receptors expressed in Xenopus oocytes.
http://vivo.ufl.edu/individual/n1206939038,1387-3806,International Journal of Mass Spectrometry,Vibrational Signatures of Zwitterionic and Charge-Solvated Structures for Alkaline Earth-Tryptophan Dimer Complexes in the Gas Phase
http://vivo.ufl.edu/individual/n82774601,1098-0121,Physical Review B,Resistively Detected Nmr of the Nu=1 Quantum Hall State: a Tilted Magnetic Field Study
http://vivo.ufl.edu/individual/n1796156400,0026-8976,Molecular Physics,Method Development in Atomistic Computation: Past and Future
http://vivo.ufl.edu/individual/n7766922831,0889-2229,Aids Research and Human Retroviruses,Identification of Cross-Reactive Fiv Epitopes as Potential Immunogens in An Hiv-1 Vaccine
http://vivo.ufl.edu/individual/n5318866228,0021-8669,Journal of Aircraft,Uncertainty Reduction of Damage Growth Properties Using Structural Health Monitoring
http://vivo.ufl.edu/individual/n7518710766,0964-6906,Human Molecular Genetics,An Examination of Wild-Type Sod1 in Modulating the Toxicity and Aggregation of Als-Associated Mutant Sod1
http://vivo.ufl.edu/individual/n1465029972,0009-2509,Chemical Engineering Science,"Cylindrical Object Contact Detection for Use in Discrete Element Method Simulations, Part Ii-Experimental Validation"
http://vivo.ufl.edu/individual/n1144922809,1042-7260,Journal of Zoo and Wildlife Medicine,Application of the Laryngeal Mask Airway for Anesthesia in Three Chimpanzees and One Gibbon
http://vivo.ufl.edu/individual/n7478406945,0090-0656,Fishery Bulletin,"Age Validation of Great Hammerhead Shark (Sphyrna Mokarran), Determined By Bomb Radiocarbon Analysis"
http://vivo.ufl.edu/individual/n8703679758,0896-6273,Neuron,Sorting Out Frontotemporal Dementia?
http://vivo.ufl.edu/individual/n3989256219,0018-9251,IEEE Transactions On Aerospace and Electronic Systems,Source Localization and Sensing: a Nonparametric Iterative Adaptive Approach Based On Weighted Least Squares
http://vivo.ufl.edu/individual/n866306212,0163-2116,Digestive Diseases and Sciences,Changing Pattern of Esophageal Cancer Incidence in New Mexico: a 30-Year Evaluation
http://vivo.ufl.edu/individual/n7059490059,1040-2381,Lake and Reservoir Management,Public Preferences and Values for Management of Aquatic Invasive Plants in State Parks
http://vivo.ufl.edu/individual/n6406417938,0022-0981,Journal of Experimental Marine Biology and Ecology ,Swimming Speed Variation in Amphibious Seasnakes (Laticaudinae): a Search for Underlying Mechanisms
http://vivo.ufl.edu/individual/n25029,0018-506X,Hormones and Behavior,Estradiol: a key biological substrate mediating sex differences in response to cocaine in 	female 	rats
http://vivo.ufl.edu/individual/n6092297526,1161-0301,European Journal of Agronomy,Designing Crop Management Systems By Simulation
http://vivo.ufl.edu/individual/n6586327642,0891-5245,Journal of Pediatric Health Care,Uveitis Presenting With Decreased Vision and Leukocoria
http://vivo.ufl.edu/individual/n2138375894,1041-2972,Journal of the American Academy of Nurse Practitioners,Prescribing generic antiepileptic drugs: Issues and concerns for nurse practitioners.
http://vivo.ufl.edu/individual/n5717896145,0029-5450,Nuclear Technology,Enhanced Thermal Conductivity for Lwr Fuel
http://vivo.ufl.edu/individual/n5584962729,1470-1626,Reproduction,Fibroblast Growth Factor 10 Enhances Bovine Oocyte Maturation and Developmental Competence in Vitro
http://vivo.ufl.edu/individual/n8780183996,0883-5403,Journal of Arthroplasty,In Vivo Comparison of Knee Kinematics Before and After High-Flexion Posterior Cruciate-Retaining Total Knee Arthroplasty
http://vivo.ufl.edu/individual/n1607423954,0090-3558,Journal of Wildlife Diseases,Confirmation of Bacillus anthracis from flesh-eating flies collected during a West Texas anthrax season.
http://vivo.ufl.edu/individual/n3897399653,0169-2046,Landscape and Urban Planning,Are Green Residential Developments Attracting Environmentally Savvy Homeowners?
http://vivo.ufl.edu/individual/n1876571739,0022-1147,Journal of Food Science ,Efficacy of Aqueous and Alcohol-Based Quaternary Ammonium Sanitizers for Reducing Salmonella in Dusts Generated in Almond Hulling and Shelling Facilities
http://vivo.ufl.edu/individual/n6751838478,0028-3878,Neurology,"Elementary, My Dear Dr. Allen the Case of Barium Toxicity and Pa Ping"
http://vivo.ufl.edu/individual/n5185055612,1077-260X,IEEE Journal of Selected Topics in Quantum Electronics,Interdigitated Bulk Heterojunction Organic Photovoltaic Cells With Aligned Copper Phthalocyanine Nanorods
http://vivo.ufl.edu/individual/n7756772278,0027-8874,Journal of the National Cancer Institute,"National Institutes of Health State-Of-The-Science Conference Statement: Diagnosis and Management of Ductal Carcinoma in Situ September 22-24, 2009"
http://vivo.ufl.edu/individual/n6432337653,0142-2782,Biopharmaceutics and Drug Disposition,Thromboelastographic and Pharmacokinetic Profiles of Micro- and Macro-Emulsions of Propofol in Swine
http://vivo.ufl.edu/individual/n9762153095,1042-9670,Academic Psychiatry,Refining the Human Behavior Small Group Experience
http://vivo.ufl.edu/individual/n1603125843,0952-3367,International Journal of the History of Sport,Rallying the Nation: Sport and Spectacle Serving the Greek Dictatorships
http://vivo.ufl.edu/individual/n4749523681,0003-3022,Anesthesiology,Bumetanide Alleviates Epileptogenic and Neurotoxic Effects of Sevoflurane in Neonatal Rat Brain
http://vivo.ufl.edu/individual/n1751128626,0002-7766,American Business Law Journal,Franchise Encroachment
http://vivo.ufl.edu/individual/n9339607901,1355-6177,Journal of the International Neuropsychological Society,Entorhinal Cortex Volume in Older Adults: Reliability and Validity Considerations for Three Published Measurement Protocols
http://vivo.ufl.edu/individual/n3691762106,0002-9645,American Journal of Veterinary Research,"Associations of Horse Age, Joint Type, and Osteochondral Injury With Serum and Synovial Fluid Concentrations of Type II Collagen Biomarkers in Thoroughbreds"
http://vivo.ufl.edu/individual/n8557500015,0031-949X,Phytopathology,Basil Downy Mildew in Florida: a Disease of New Importance
http://vivo.ufl.edu/individual/n59279257,0046-225X,Environmental Entomology,Detection of and Monitoring for Aedes Albopictus (Diptera: Culicidae) in Suburban and Sylvatic Habitats in North Central Florida Using Four Sampling Techniques
http://vivo.ufl.edu/individual/n6205938845,0023-852X,The Laryngoscope,Development of a Calcium Alginate Tympanostomy Tube
http://vivo.ufl.edu/individual/n8709668632,0003-0996,American Scientist,In Defense of R. A. Fisher
http://vivo.ufl.edu/individual/n9255011985,0031-949X,Phytopathology,"The Activity of Citrus Canker Lesions On Grapefruit in Florida, June 2009-January 2010"
http://vivo.ufl.edu/individual/n433500777,0046-225X,Environmental Entomology,Environmental elements involved in communal roosting in Heliconius butterflies (Lepidoptera: Nymphalidae).
http://vivo.ufl.edu/individual/n9879197948,1742-206X,Molecular bioSystems,Using Heterogeneous Data Sources in a Systems Biology Approach To Modeling the Sonic Hedgehog Signaling Pathway
http://vivo.ufl.edu/individual/n5765895921,1439-6319,European Journal of Applied Physiology,Impact of Treadmill Locomotor Training On Skeletal Muscle Igf1 and Myogenic Regulatory Factors in Spinal Cord Injured Rats
http://vivo.ufl.edu/individual/n490291614,0009-2665,Chemical Reviews,Quantitative correlation of physical and chemical properties with chemical structure: utility for prediction.
http://vivo.ufl.edu/individual/n6085904476,0022-0957,Journal of Experimental Botany,Overexpression of the Cbf2 Transcriptional Activator in Arabidopsis Delays Leaf Senescence and Extends Plant Longevity
http://vivo.ufl.edu/individual/n8280714515,0043-1648,Wear,Thermal Dependence of the Wear of Molybdenum Disulphide Coatings
http://vivo.ufl.edu/individual/n8392009263,0018-5345,Hortscience,Water-Based Cold Protection of Chill-Sensitive Foliage Plants in Shadehouses
http://vivo.ufl.edu/individual/n1175350314,1759-4790,Nature Reviews Rheumatology,Genetics of SLE: evidence from mouse models.
http://vivo.ufl.edu/individual/n6867463459,1932-6203,PLoS One,Structural Modifications of the Brain in Acclimatization To High-Altitude
http://vivo.ufl.edu/individual/n500424326,1524-4628,"Stroke : a quarterly scientific publication of the American Heart Association, Inc","Effect of weekend compared with weekday stroke admission on thrombolytic use, in-hospital mortality, discharge disposition, hospital charges, and length of stay in the Nationwide Inpatient Sample Database, 2002 to 2007."
http://vivo.ufl.edu/individual/n1984791097,1461-023X,Ecology Letters,Niche Conservatism as An Emerging Principle in Ecology and Conservation Biology
http://vivo.ufl.edu/individual/n3556039775,0217-751X,International Journal of Modern Physics a,Still in Light-Cone Superspace
http://vivo.ufl.edu/individual/n5694571180,1079-5006,"The journals of gerontology. Series A, Biological sciences and medical sciences",Does Cognitive Training Improve Internal Locus of Control Among Older Adults?
http://vivo.ufl.edu/individual/n6523814831,0003-3022,Anesthesiology,Drowning: Lifeguard Rescue and Resuscitation Reply
http://vivo.ufl.edu/individual/n9940013276,0011-183X,Crop Science,Genotypic Variation in Peanut for Transpiration Response To Vapor Pressure Deficit
http://vivo.ufl.edu/individual/n5639179771,1744-6414,Journal of Competition Law and Economics,Microsoft and the Limits of Antitrust
http://vivo.ufl.edu/individual/n7079111542,0021-8596,Journal of Agricultural Science,Growth and Physiological Responses of the Citrus Rootstock Swingle Citrumelo Seedlings To Partial Rootzone Drying and Deficit Irrigation
http://vivo.ufl.edu/individual/n2924929173,0378-4320,Animal Reproduction Science,Ovarian Follicle Diameter At Timed Insemination and Estrous Response Influence Likelihood of Ovulation and Pregnancy After Estrous Synchronization With Progesterone Or Progestin-Based Protocols in Suckled Bos Indicus Cows
http://vivo.ufl.edu/individual/n9561984640,0194-911X,Hypertension,Involvement of the Brain (Pro) Renin Receptor in Cardiovascular Homeostasis
http://vivo.ufl.edu/individual/n1051488077,0916-7250,Journal of Veterinary Medical Science,Migration and Differentiation of Canine Bone Marrow Stromal Cells Transplanted Into the Developing Mouse Brain
http://vivo.ufl.edu/individual/n8201438347,0270-6474,Journal of Neuroscience,Distinct Mechanisms Produce Functionally Complementary Actions of Neuropeptides That Are Structurally Related But Derived From Different Precursors
http://vivo.ufl.edu/individual/n8130603991,0031-949X,Phytopathology,Effect of Acibenzolar-S-Methyl On Bacterial Leaf Spot of Shrub Roses Caused By a Xanthomonas Sp.
http://vivo.ufl.edu/individual/n4832095802,1055-7903,Molecular phylogenetics and evolution,A Multi-Gene Estimate of Phylogeny in the Nightjars and Nighthawks (Caprimulgidae)
http://vivo.ufl.edu/individual/n5608588390,0009-6407,Church History,Women and Aristocratic Culture in the Carolingian World
http://vivo.ufl.edu/individual/n1293474283,0090-3493,Critical Care Medicine,Healthcare Personnel and Nosocomial Transmission of Pandemic 2009 Influenza
http://vivo.ufl.edu/individual/n429375799,1445-5226,Invertebrate Systematics,"Towards a Revision of the Neotropical Soldierless Termites (Isoptera : Termitidae): Redescription of the Genus Anoplotermes and Description of Longustitermes, Gen. Nov."
http://vivo.ufl.edu/individual/n9503569701,0006-4971,Blood,Pka Mediated Phosphorylation of Tal1 Regulates Its Interaction With Lsd1 During Hematopoiesis
http://vivo.ufl.edu/individual/n7540199078,0883-2927,Applied Geochemistry,Abiotic Interactions of Natural Dissolved Organic Matter and Carbonate Aquifer Rock
http://vivo.ufl.edu/individual/n8777393981,0091-2700,The Journal of clinical pharmacology and new drugs,Modeling of Lesion Scores Over Time in a Psoriasis
http://vivo.ufl.edu/individual/n5397312893,0047-2425,Journal of Environmental Quality,Phosphorus Runoff From Waste Water Treatment Biosolids and Poultry Litter Applied To Agricultural Soils
http://vivo.ufl.edu/individual/n7407140478,1065-9471,Human Brain Mapping,Emotional Imagery: Assessing Pleasure and Arousal in the Brain's Reward Circuitry
http://vivo.ufl.edu/individual/n5094524767,1470-160X,Ecological Indicators,"Influence of Military Land Uses On Soil Carbon Dynamics in Forest Ecosystems of Georgia, Usa"
http://vivo.ufl.edu/individual/n1524204775,0031-949X,Phytopathology,Initial Characterization of a Xanthomonas Sp Causing Bacterial Spot of Shrub Rose (Rosa Spp.)
http://vivo.ufl.edu/individual/n1809030294,0006-341X,Biometrics,Assessing Toxicities in a Clinical Trial: Bayesian Inference for Ordinal Data Nested Within Categories
http://vivo.ufl.edu/individual/n8782876265,0148-0227,Journal of Geophysical Research,Ecosystem Carbon Dioxide Fluxes After Disturbance in Forests of North America
http://vivo.ufl.edu/individual/n5158083392,0148-0227,Journal of Geophysical Research,Compact Intracloud Lightning Discharges: 2. Estimation of Electrical Parameters
http://vivo.ufl.edu/individual/n7400757511,1075-5535,Journal of Alternative and Complementary Medicine,"A Randomized Study of the Effects of T'Ai Chi On Muscle Strength, Bone Mineral Density, and Fear of Falling in Women With Osteoarthritis"
http://vivo.ufl.edu/individual/n3098147582,1475-472X,International Journal of Aeroacoustics,Comparison of Microphone Array Processing Techniques for Aeroacoustic Measurements
http://vivo.ufl.edu/individual/n7562266912,1022-0038,Wireless Networks,Feedback-Assisted Mac Protocol for Real Time Traffic in High Rate Wireless Personal Area Networks
http://vivo.ufl.edu/individual/n7063744148,0012-9658,Ecology,Resprouting as a Persistence Strategy of Tropical Forest Trees: Relations With Carbohydrate Storage and Shade Tolerance
http://vivo.ufl.edu/individual/n8447454637,0013-4651,Journal of the Electrochemical Society,Enhanced Luminescence Properties of Yag:Ce(3+) Nanophosphor Prepared By Flame Spray Pyrolysis
http://vivo.ufl.edu/individual/n7464759630,0031-949X,Phytopathology,Evaluation of Transgenic Grapefruit (Citrus Paradisi) for Resistance To Citrus Scab Caused By Elsinoe Fawcetti
http://vivo.ufl.edu/individual/n9984054874,0040-5809,Theoretical Population Biology,Size-Dependent Sex Change Can Be the Ess Without Any Size Advantage of Reproduction When Mortality Is Size-Dependent
http://vivo.ufl.edu/individual/n2542235799,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Mechanisms and Implications of Transcription Blockage By Guanine-Rich Dna Sequences
http://vivo.ufl.edu/individual/n4949232897,0145-8884,Journal of Food Biochemistry,Differing Patterns of Pectin Disassembly and Pericarp Softening in Ripening and Chill-Injured Tomato Fruit With Downregulated Polygalacturonase Activity
http://vivo.ufl.edu/individual/n7731493912,0190-4167,Journal of Plant Nutrition,Effects of Carbohydrate Source On the in Vitro Asymbiotic Seed Germination of the Terrestrial Orchid Habenaria Macroceratitis
http://vivo.ufl.edu/individual/n411411722,1937-1888,Journal of Studies on Alcohol and Drugs,Acute alcohol administration and placebo effectiveness in older moderate drinkers: influences on cognitive performance.
http://vivo.ufl.edu/individual/n3303517798,0029-6562,Nursing Research,Comparison of Depressive Symptom Severity Scores in Low-Income Women
http://vivo.ufl.edu/individual/n8617953385,1382-6905,Journal of Combinatorial Optimization,Complexity Analysis for Maximum Flow Problems With Arc Reversals
http://vivo.ufl.edu/individual/n2290311489,0002-8614,Journal of the American Geriatrics Society,Relationship Between Physical Functioning and Physical Activity in the Lifestyle Interventions and Independence for Elders Pilot
http://vivo.ufl.edu/individual/n2971567156,0031-3998,Pediatric research,A Pilot Study of Novel Biomarkers in Neonates With Hypoxic-Ischemic Encephalopathy
http://vivo.ufl.edu/individual/n820356064,1096-6218,Journal of Palliative Medicine,Pediatricians' management practices for chronic pain.
http://vivo.ufl.edu/individual/n8042783372,1559-4491,Wilson Journal of Ornithology,Morphological and Genetic Variation Between Migratory and Non-Migratory Tropical Kingbirds During Spring Migration in Central South America
http://vivo.ufl.edu/individual/n339855206,0040-5752,Theoretical and Applied Genetics,Identification of QTL associated with resistance to bacterial spot race T4 in tomato.
http://vivo.ufl.edu/individual/n8792881916,0043-1354,Water Research,Influence of Alternating Oxic/Anoxic Conditions On Growth of Denitrifying Bacteria
http://vivo.ufl.edu/individual/n5003010314,0021-9797,Journal of Colloid and Interface Science,An Experimental Study of the Stability of Liquid Bridges Subject To Shear-Induced Closed-Flow
http://vivo.ufl.edu/individual/n6533223752,0031-949X,Phytopathology,"Characterization of Salicylate Hydroxylase of ""Candidatus Liberibacter Asiaticus"" and Its Role in Plant Defense Suppression"
http://vivo.ufl.edu/individual/n3705689416,0304-3800,Ecological Modelling,Coliwave a Simulation Model for Survival of E. Coli O157:H7 in Dairy Manure and Manure-Amended Soil
http://vivo.ufl.edu/individual/n5667086791,0099-1112,Photogrammetric Engineering and Remote Sensing,A Novel Approach To Terrestrial Lidar Georeferencing
http://vivo.ufl.edu/individual/n5316170283,0031-949X,Phytopathology,Cultivar Susceptibility Influences the Leaf Wetness Duration (Lwd) and Temperature Relationship of Alternaria Alternata Citrus Infection
http://vivo.ufl.edu/individual/n2667629079,0024-0966,Journal of the Lepidopterists Society,A New Geometrid Genus and Species From Southeastern Arizona (Ennominae: Nacophorini)
http://vivo.ufl.edu/individual/n5360760894,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Elongated Fibrillar Structure of a Streptococcal Adhesin Assembled By the High-Affinity Association of Alpha- and Ppii-Helices
http://vivo.ufl.edu/individual/n8879370212,0066-4804,Antimicrobial Agents and Chemotherapy,Aminoglycoside Use in Intensive Care Units and Aminoglycoside Nephrotoxicity
http://vivo.ufl.edu/individual/n2825912672,0002-7812,American Ceramic Society Bulletin,"Solid Oxide Fuel Cell Commercialization, Research and Challenges"
http://vivo.ufl.edu/individual/n4265439884,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Preliminary Study and Clinical Application of Limited-Angle Partial (Lap) Conebeam Ct in Conventional Radiation Therapy
http://vivo.ufl.edu/individual/n219835601,0044-8486,Aquaculture,Effects of Salinity On Reproduction and Survival of the Calanoid Copepod Pseudodiaptomus Pelagicus
http://vivo.ufl.edu/individual/n6055818501,0036-8075,Science,How Did the First Stars and Galaxies Form?
http://vivo.ufl.edu/individual/n2134741129,0376-8929,Environmental Conservation,Integrating Governance and Socioeconomic Indicators To Assess the Performance of Community-Based Natural Resources Management in Caprivi (Namibia)
http://vivo.ufl.edu/individual/n2000493116,0038-075X,Soil Science,"Phosphorus Distribution in Sequentially Extracted Fractions of Biosolids, Poultry Litter, and Granulated Products"
http://vivo.ufl.edu/individual/n631890571,0891-5849,Free Radical Biology & Medicine,Radicals in the reaction between peroxynitrite and uric acid identified by electron spin resonance spectroscopy and liquid chromatography mass spectrometry.
http://vivo.ufl.edu/individual/n4685325591,0022-0302,Journal of Dairy Science,Reproductive Risk Factors for Culling and Productive Life in Large Dairy Herds in the Eastern United States Between 2001 and 2006
http://vivo.ufl.edu/individual/n9092247070,0947-6539,Chemistry-a European Journal,"Dna-Based Micelles: Synthesis, Micellar Properties and Size-Dependent Cell Permeability"
http://vivo.ufl.edu/individual/n4460438165,0015-4040,Florida Entomologist,Effect of Integrating Soil Solarization and Organic Mulching On the Soil Surface Insect Community
http://vivo.ufl.edu/individual/n698707602,1759-6653,Genome Biology and Evolution,High Rate of Large Deletions in Caenorhabditis Briggsae Mitochondrial Genome Mutation Processes
http://vivo.ufl.edu/individual/n7646462042,0743-7463,Langmuir,Stamp Wound Assay for Studying Coupled Cell Migration and Cell Debris Clearance
http://vivo.ufl.edu/individual/n4002441044,0944-1344,Environmental Science and Pollution Research International,Biomass Reduction and Arsenic Transformation During Composting of Arsenic-Rich Hyperaccumulator Pteris Vittata L.
http://vivo.ufl.edu/individual/n8206035435,0003-6951,Applied Physics Letters,Edge Dopant Energy Levels of Graphene Nanoribbons
http://vivo.ufl.edu/individual/n1669463132,0889-8529,Endocrinology and Metabolism Clinics of North America,Efforts to prevent and halt autoimmune beta cell destruction.
http://vivo.ufl.edu/individual/n1054815615,0038-9056,Starch-Starke,The Effect of Cooking On the Antibacterial Activity of the Dialdehyde Starch Suspensions
http://vivo.ufl.edu/individual/n7008644852,1359-4311,Applied Thermal Engineering,A Novel Pressurized Chp System With Water Extraction and Refrigeration
http://vivo.ufl.edu/individual/n2045435716,0193-1849,American Journal of Physiology: Endocrinology and Metabolism,Impact of Viral-Mediated Igf-I Gene Transfer On Skeletal Muscle Following Cast Immobilization
http://vivo.ufl.edu/individual/n9502064638,0031-949X,Phytopathology,Expression Profiling of Host Response of Citrus To Candidatus Liberibacter Asiaticus Infection
http://vivo.ufl.edu/individual/n376889409,0022-1910,Journal of Insect Physiology,Activities of Natural Methyl Farnesoids On Pupariation and Metamorphosis of Drosophila Melanogaster
http://vivo.ufl.edu/individual/n3004357910,0002-7863,Journal of the American Chemical Society,An Adsorption-Based Model for Pulse Duration in Resistive-Pulse Protein Sensing
http://vivo.ufl.edu/individual/n5033574464,0301-0511,Biological Psychology,Perception of Multiple-Breath Inspiratory Resistive Loads in Males and Females
http://vivo.ufl.edu/individual/n9923111783,0962-9343,Quality of Life Research,Optimal Measurement Model Is Crucial To Identify Distinct Constructs
http://vivo.ufl.edu/individual/n9737245084,1051-0761,Ecological Applications,A New Parameterization for Estimating Co-Occurrence of Interacting Species
http://vivo.ufl.edu/individual/n9091221172,0001-1452,Aiaa Journal,Flapping Wing Structural Deformation and Thrust Correlation Study With Flexible Membrane Wings
http://vivo.ufl.edu/individual/n6236830573,0891-5849,Free Radical Biology & Medicine,Constitutive Activation of the Nrf2 Orthologue Skn-1 Has Negative Consequences On Growth and Reproduction in C. Elegans
http://vivo.ufl.edu/individual/n501897783,0013-4651,Journal of the Electrochemical Society,"Synthesis-Structure-Property Relations in Layered, ""Li-Excess"" Oxides Electrode Materials Li{[}Li(1/3-2X/3)Ni(X)Mn(2/3-X/3)]O(2) (X=1/3, 1/4, and 1/5)"
http://vivo.ufl.edu/individual/n944722823,0024-3590,Limnology and Oceanography,Direct and Indirect Coupling of Primary Production and Diel Nitrate Dynamics in a Subtropical Spring-Fed River
http://vivo.ufl.edu/individual/n3522926570,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Radiotherapy for Angiosarcoma: the 35-Year University of Florida Experience
http://vivo.ufl.edu/individual/n4792751886,1568-1637,Ageing Research Reviews,Energy Expenditure and Aging
http://vivo.ufl.edu/individual/n3336852739,0960-1317,Journal of Micromechanics and Microengineering,Selected Papers From the 9Th International Workshop On Micro and Nanotechnology for Power Generation and Energy Conversion Applications (Powermems 2009)
http://vivo.ufl.edu/individual/n263962,0306-4522,Neuroscience,Neuroprotective properties of prostaglandin I2 IP receptor in focal cerebral ischemia
http://vivo.ufl.edu/individual/n9226717544,0002-9270,American Journal of Gastroenterology,Severity of Symptoms in Gastroparesis Correlates Directly With Higher Disability Scores
http://vivo.ufl.edu/individual/n6125857377,1353-8020,Parkinsonism & related disorders,Tests of Dorsolateral Frontal Function Correlate With Objective Stability in Early To Moderate Stage Parkinson's Disease
http://vivo.ufl.edu/individual/n4563565374,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Application of a Novel Dose-Uncertainty Model for Dose-Uncertainty Analysis in Prostate Intensity-Modulated Radiotherapy
http://vivo.ufl.edu/individual/n5950674643,0007-6805,Business History Review,"The Fifth Freedom: Jobs, Politics, and Civil Rights in the United States, 1941-1972."
http://vivo.ufl.edu/individual/n31439,1051-0761,Ecological Applications,"Algal blooms and the nitrogen-enrichment hypothesis in Florida springs: evidence, alternatives, and adaptive management"
http://vivo.ufl.edu/individual/n2040319383,1871-1413,Livestock Science,"Benchmarking Sensory Off-Flavor Score, Off-Flavor Descriptor and Fatty Acid Profiles for Muscles From Commercially Available Beef and Dairy Cull Cow Carcasses"
http://vivo.ufl.edu/individual/n4762737919,1043-0342,Human Gene Therapy,Optimized Adeno-Associated Virus (Aav)-Protein Phosphatase-5 Helper Viruses for Efficient Liver Transduction By Single-Stranded Aav Vectors: Therapeutic Expression of Factor Ix At Reduced Vector Doses
http://vivo.ufl.edu/individual/n617818054,1475-2875,Malaria Journal,Prospective strategies to delay the evolution of anti-malarial drug resistance: weighing the uncertainty.
http://vivo.ufl.edu/individual/n2284791267,0002-1962,Agronomy Journal,Evaluating Cattle Manure Application Strategies On Phosphorus and Nitrogen Losses From a Florida Spodosol
http://vivo.ufl.edu/individual/n1563427507,2156-7085,Biomedical Optics Express,Photoacoustic Imaging Based On Mems Mirror Scanning
http://vivo.ufl.edu/individual/n1981329567,0029-7844,Obstetrics and gynecology,Levonorgestrel-releasing intrauterine system or medroxyprogesterone for heavy menstrual bleeding: a randomized controlled trial.
http://vivo.ufl.edu/individual/n161096426,0277-6715,Statistics in Medicine,Joint modeling of longitudinal ordinal data and competing risks survival times and analysis of the NINDS rt-PA stroke trial.
http://vivo.ufl.edu/individual/n6463616415,0883-8305,Paleoceanography,Combined Carbonate Carbon Isotopic and Cellular Ultrastructural Studies of Individual Benthic Foraminifera: Method Description
http://vivo.ufl.edu/individual/n8833398255,1550-7424,Rangeland Ecology and Management,Avian Community Response To Grazing Intensity On Monoculture and Mixed Florida Pastures
